order_item_id,order_id,product_id,quantity,discount
7566,3755,3,5,10
7567,3756,42,5,15
7568,3757,10,4,20
7569,3757,29,2,0
7570,3758,27,5,10
7571,3758,17,3,10
7572,3759,8,5,20
7573,3759,1,3,15
7574,3760,25,1,0
7575,3760,21,1,0
7576,3760,51,5,15
7577,3761,30,4,15
7578,3762,50,3,0
7579,3762,6,2,10
7580,3763,21,5,0
7581,3763,42,3,5
7582,3764,55,5,15
7583,3765,20,5,0
7584,3765,17,3,10
7585,3765,2,4,15
7586,3766,52,4,10
7587,3766,40,5,20
7588,3766,36,4,10
7589,3767,47,2,10
7590,3767,3,2,0
7591,3768,52,3,15
7592,3769,5,3,10
7593,3770,43,4,15
7594,3771,8,3,0
7595,3772,50,5,0
7596,3772,3,5,0
7597,3773,11,4,5
7598,3773,14,5,10
7599,3774,12,1,15
7600,3774,3,1,0
7601,3775,55,4,15
7602,3775,38,3,10
7603,3775,14,3,10
7604,3776,12,3,10
7605,3776,37,2,15
7606,3776,17,4,20
7607,3777,50,1,5
7608,3778,49,2,15
7609,3778,33,3,15
7610,3779,10,4,15
7611,3779,33,5,10
7612,3779,15,3,15
7613,3780,47,2,15
7614,3780,8,4,10
7615,3780,14,3,15
7616,3781,17,3,20
7617,3781,37,3,15
7618,3782,9,5,0
7619,3782,53,5,5
7620,3783,54,1,5
7621,3783,18,2,10
7622,3783,6,3,10
7623,3784,49,2,15
7624,3784,1,3,20
7625,3785,51,1,0
7626,3786,4,2,0
7627,3786,46,3,5
7628,3786,14,3,0
7629,3787,1,5,0
7630,3787,48,4,10
7631,3787,45,2,10
7632,3788,16,3,0
7633,3788,34,2,0
7634,3788,3,4,5
7635,3789,51,3,20
7636,3790,41,1,0
7637,3790,53,2,15
7638,3790,37,2,20
7639,3791,15,3,0
7640,3791,53,2,5
7641,3792,47,3,20
7642,3792,24,2,0
7643,3792,43,3,15
7644,3793,13,5,20
7645,3793,39,1,10
7646,3793,22,2,5
7647,3794,32,3,15
7648,3794,54,3,0
7649,3794,13,2,10
7650,3795,30,2,10
7651,3795,39,4,0
7652,3795,31,5,5
7653,3796,40,2,5
7654,3796,14,2,10
7655,3796,36,3,15
7656,3797,29,1,5
7657,3798,8,3,15
7658,3798,4,5,0
7659,3799,16,4,5
7660,3799,42,3,5
7661,3800,7,3,0
7662,3800,43,5,10
7663,3800,30,3,15
7664,3801,23,2,20
7665,3801,15,3,15
7666,3801,19,4,10
7667,3802,42,4,20
7668,3802,47,3,15
7669,3802,36,2,0
7670,3803,49,4,5
7671,3803,43,2,20
7672,3803,17,5,5
7673,3804,17,4,10
7674,3805,44,1,0
7675,3805,30,5,0
7676,3806,2,4,0
7677,3806,24,4,10
7678,3806,55,4,10
7679,3807,36,3,5
7680,3807,45,5,0
7681,3807,11,5,20
7682,3808,44,4,10
7683,3808,50,1,5
7684,3808,17,1,5
7685,3809,35,5,5
7686,3809,3,5,0
7687,3810,18,1,5
7688,3811,15,3,10
7689,3812,13,2,10
7690,3813,29,3,15
7691,3813,16,1,5
7692,3813,15,2,20
7693,3814,30,4,5
7694,3814,28,3,0
7695,3815,38,5,10
7696,3815,14,5,0
7697,3816,9,3,0
7698,3817,24,1,5
7699,3817,8,1,0
7700,3817,29,5,0
7701,3818,53,3,5
7702,3818,11,5,20
7703,3819,5,4,20
7704,3819,54,2,15
7705,3820,15,1,5
7706,3820,2,5,10
7707,3820,39,3,0
7708,3821,5,2,10
7709,3821,54,1,0
7710,3821,1,4,15
7711,3822,42,2,5
7712,3822,39,1,15
7713,3823,22,4,5
7714,3823,15,1,20
7715,3824,52,3,5
7716,3825,9,1,0
7717,3826,6,2,15
7718,3826,50,5,15
7719,3826,25,4,5
7720,3827,27,3,15
7721,3827,16,1,5
7722,3828,28,5,15
7723,3828,48,2,20
7724,3829,19,3,20
7725,3829,39,1,0
7726,3829,7,5,20
7727,3830,52,1,20
7728,3830,47,4,0
7729,3831,55,2,20
7730,3831,12,3,10
7731,3832,4,3,0
7732,3832,48,2,0
7733,3833,49,2,10
7734,3834,29,2,20
7735,3835,50,5,0
7736,3836,27,1,5
7737,3836,47,5,15
7738,3836,4,4,5
7739,3837,49,4,15
7740,3837,16,1,0
7741,3837,6,2,15
7742,3838,7,4,15
7743,3839,1,4,15
7744,3839,22,4,20
7745,3839,36,3,10
7746,3840,1,2,20
7747,3840,46,5,0
7748,3841,12,1,20
7749,3841,55,5,5
7750,3841,23,4,5
7751,3842,29,4,5
7752,3843,37,5,15
7753,3843,22,3,10
7754,3843,1,2,10
7755,3844,47,1,10
7756,3844,17,5,20
7757,3844,1,5,10
7758,3845,48,2,20
7759,3846,28,5,0
7760,3847,22,3,0
7761,3847,43,1,10
7762,3847,30,5,10
7763,3848,55,4,20
7764,3848,27,4,10
7765,3848,35,4,10
7766,3849,48,5,15
7767,3850,4,2,5
7768,3850,10,5,15
7769,3851,13,5,15
7770,3852,28,4,5
7771,3853,9,4,10
7772,3854,28,2,20
7773,3855,9,5,0
7774,3856,30,4,20
7775,3856,39,5,5
7776,3857,28,4,20
7777,3858,29,5,5
7778,3858,41,4,0
7779,3858,37,4,10
7780,3859,32,4,15
7781,3860,36,3,10
7782,3861,40,4,10
7783,3861,28,3,15
7784,3862,10,3,10
7785,3863,52,4,10
7786,3864,42,5,5
7787,3864,18,1,0
7788,3864,26,1,15
7789,3865,1,1,20
7790,3866,47,5,5
7791,3866,31,1,10
7792,3866,29,3,10
7793,3867,35,3,10
7794,3868,36,5,10
7795,3868,48,2,15
7796,3869,24,2,10
7797,3869,4,4,10
7798,3870,41,2,15
7799,3870,15,3,20
7800,3870,38,1,20
7801,3871,41,1,10
7802,3872,47,5,10
7803,3873,41,1,10
7804,3874,21,2,20
7805,3875,48,2,0
7806,3876,53,4,5
7807,3876,51,3,15
7808,3877,5,3,20
7809,3877,19,3,5
7810,3878,6,2,20
7811,3878,8,4,10
7812,3878,20,1,5
7813,3879,41,2,0
7814,3879,37,2,0
7815,3880,37,5,20
7816,3880,21,1,10
7817,3881,7,4,0
7818,3881,9,4,10
7819,3881,53,1,20
7820,3882,4,5,15
7821,3882,21,1,0
7822,3882,42,2,10
7823,3883,30,2,5
7824,3884,29,2,0
7825,3884,32,3,5
7826,3885,37,5,10
7827,3885,28,4,15
7828,3886,13,4,10
7829,3887,20,5,15
7830,3888,5,4,10
7831,3889,46,3,5
7832,3889,24,4,20
7833,3890,16,4,20
7834,3890,46,4,10
7835,3891,7,1,0
7836,3891,36,5,10
7837,3892,28,3,0
7838,3892,27,3,5
7839,3892,22,3,20
7840,3893,28,1,5
7841,3893,35,3,20
7842,3893,18,2,20
7843,3894,46,4,0
7844,3895,27,4,10
7845,3896,28,4,15
7846,3897,54,3,15
7847,3897,32,5,0
7848,3898,43,1,10
7849,3898,18,2,20
7850,3899,28,5,5
7851,3900,14,3,0
7852,3901,12,1,15
7853,3902,40,2,0
7854,3903,27,3,0
7855,3903,33,4,5
7856,3904,28,1,5
7857,3904,26,2,5
7858,3905,15,5,10
7859,3906,54,3,15
7860,3907,43,2,20
7861,3908,4,4,5
7862,3908,39,5,5
7863,3909,5,4,5
7864,3909,11,2,5
7865,3909,1,2,10
7866,3910,47,5,5
7867,3910,48,2,5
7868,3911,27,4,10
7869,3912,53,2,20
7870,3912,38,2,10
7871,3913,50,3,10
7872,3913,21,4,10
7873,3914,46,1,15
7874,3915,2,1,5
7875,3915,4,4,20
7876,3915,55,2,10
7877,3916,48,1,5
7878,3917,20,3,20
7879,3917,16,1,0
7880,3918,41,5,10
7881,3919,49,5,20
7882,3919,55,2,0
7883,3920,45,1,20
7884,3920,14,3,15
7885,3920,43,2,20
7886,3921,13,1,5
7887,3921,49,3,15
7888,3922,2,1,10
7889,3923,22,4,10
7890,3923,44,5,5
7891,3923,5,1,5
7892,3924,30,5,20
7893,3924,37,4,5
7894,3924,24,4,10
7895,3925,33,3,5
7896,3926,2,5,15
7897,3927,36,2,10
7898,3927,33,3,5
7899,3927,30,2,0
7900,3928,28,5,10
7901,3928,30,5,0
7902,3929,18,1,5
7903,3930,54,2,5
7904,3930,11,5,15
7905,3930,51,4,10
7906,3931,10,5,5
7907,3931,19,2,20
7908,3932,39,4,20
7909,3932,49,4,0
7910,3933,33,2,5
7911,3934,31,1,5
7912,3934,30,1,15
7913,3935,23,2,20
7914,3936,37,3,20
7915,3936,33,4,15
7916,3937,6,2,5
7917,3938,24,1,5
7918,3938,7,1,20
7919,3939,18,4,15
7920,3939,46,4,20
7921,3940,55,5,0
7922,3940,52,3,0
7923,3940,1,2,0
7924,3941,24,5,10
7925,3942,47,3,10
7926,3942,27,1,15
7927,3942,37,3,15
7928,3943,46,5,20
7929,3943,54,1,5
7930,3943,35,3,10
7931,3944,35,2,5
7932,3945,14,4,15
7933,3945,26,4,15
7934,3946,7,4,15
7935,3947,55,5,15
7936,3947,44,5,0
7937,3947,46,5,0
7938,3948,26,3,20
7939,3948,46,5,0
7940,3949,32,5,10
7941,3949,16,2,0
7942,3950,24,3,0
7943,3951,30,1,5
7944,3951,4,4,20
7945,3952,21,5,10
7946,3953,24,3,10
7947,3954,3,1,20
7948,3954,4,1,10
7949,3954,30,3,5
7950,3955,51,2,15
7951,3955,46,5,15
7952,3955,38,2,5
7953,3956,52,5,20
7954,3956,47,3,10
7955,3957,11,4,20
7956,3958,49,2,20
7957,3958,5,4,5
7958,3958,14,5,0
7959,3959,48,5,0
7960,3959,7,4,20
7961,3959,33,3,20
7962,3960,4,1,5
7963,3961,49,5,10
7964,3961,8,2,5
7965,3961,9,5,20
7966,3962,13,5,5
7967,3962,55,2,10
7968,3962,33,5,10
7969,3963,20,2,0
7970,3964,16,2,20
7971,3964,55,1,15
7972,3965,37,3,5
7973,3965,39,3,15
7974,3966,33,1,5
7975,3966,5,4,20
7976,3966,20,1,15
7977,3967,19,2,15
7978,3967,49,2,15
7979,3967,28,4,20
7980,3968,39,5,5
7981,3969,39,4,15
7982,3969,17,4,0
7983,3970,40,2,10
7984,3970,44,3,20
7985,3970,46,1,15
7986,3971,48,1,0
7987,3971,36,1,15
7988,3971,43,4,5
7989,3972,9,4,0
7990,3973,29,5,5
7991,3974,28,5,15
7992,3974,27,5,20
7993,3975,18,5,20
7994,3975,21,4,15
7995,3976,41,1,20
7996,3977,31,3,15
7997,3977,18,3,10
7998,3977,38,4,0
7999,3978,50,3,20
8000,3979,39,5,10
8001,3980,55,2,20
8002,3981,35,1,10
8003,3981,27,2,10
8004,3982,34,3,15
8005,3982,1,4,20
8006,3982,24,4,5
8007,3983,52,3,20
8008,3983,9,5,10
8009,3983,20,3,5
8010,3984,18,4,5
8011,3984,35,1,20
8012,3984,40,2,10
8013,3985,23,3,15
8014,3985,19,5,10
8015,3985,16,1,0
8016,3986,4,4,20
8017,3986,31,4,5
8018,3987,10,3,15
8019,3987,9,2,0
8020,3987,31,3,10
8021,3988,13,1,20
8022,3988,53,4,5
8023,3988,25,4,0
8024,3989,13,2,15
8025,3990,50,3,5
8026,3990,49,2,15
8027,3991,35,3,10
8028,3992,35,3,5
8029,3992,55,5,15
8030,3992,38,4,20
8031,3993,3,1,15
8032,3994,3,4,0
8033,3994,13,4,0
8034,3994,1,5,10
8035,3995,52,1,5
8036,3995,24,5,10
8037,3995,15,5,15
8038,3996,21,5,15
8039,3996,37,1,20
8040,3996,50,3,15
8041,3997,34,5,15
8042,3997,6,5,0
8043,3997,18,2,5
8044,3998,39,4,0
8045,3998,26,3,5
8046,3998,13,3,5
8047,3999,3,4,20
8048,3999,50,5,20
8049,4000,18,5,10
8050,4000,13,1,0
8051,4000,12,4,20
8052,4001,39,5,15
8053,4001,30,1,15
8054,4002,33,2,5
8055,4003,21,4,10
8056,4003,13,5,10
8057,4004,34,1,5
8058,4004,44,3,15
8059,4004,31,4,10
8060,4005,32,2,15
8061,4005,13,2,20
8062,4006,31,3,10
8063,4006,14,4,20
8064,4007,46,1,5
8065,4007,1,4,10
8066,4007,2,2,5
8067,4008,15,4,20
8068,4009,9,1,20
8069,4010,51,1,20
8070,4010,9,1,10
8071,4011,37,5,5
8072,4011,23,3,5
8073,4011,7,5,5
8074,4012,20,2,5
8075,4013,29,5,15
8076,4014,51,2,10
8077,4014,48,5,15
8078,4014,33,2,20
8079,4015,55,5,5
8080,4015,9,3,15
8081,4016,31,2,15
8082,4016,3,5,5
8083,4016,20,5,0
8084,4017,52,5,5
8085,4017,50,4,15
8086,4018,36,4,5
8087,4019,42,3,20
8088,4019,40,4,10
8089,4019,37,4,15
8090,4020,37,1,5
8091,4020,43,2,5
8092,4021,52,5,5
8093,4021,28,2,10
8094,4021,5,1,15
8095,4022,9,4,15
8096,4022,29,2,5
8097,4022,43,3,20
8098,4023,29,5,0
8099,4023,23,5,0
8100,4023,48,1,10
8101,4024,54,2,20
8102,4025,4,3,10
8103,4026,16,3,15
8104,4027,24,4,20
8105,4027,46,4,0
8106,4027,32,4,10
8107,4028,36,2,5
8108,4028,18,2,5
8109,4028,5,5,20
8110,4029,5,3,10
8111,4029,32,3,20
8112,4030,27,1,0
8113,4030,5,2,20
8114,4030,31,5,10
8115,4031,31,4,15
8116,4031,26,2,15
8117,4031,47,4,5
8118,4032,30,3,0
8119,4032,52,4,20
8120,4033,49,3,20
8121,4033,45,4,10
8122,4034,47,2,15
8123,4034,3,1,5
8124,4035,7,4,20
8125,4035,24,3,15
8126,4036,36,1,10
8127,4036,46,2,20
8128,4036,7,1,20
8129,4037,46,3,20
8130,4037,25,5,5
8131,4038,49,5,0
8132,4038,29,5,5
8133,4039,11,1,15
8134,4039,4,1,5
8135,4039,38,5,20
8136,4040,38,1,20
8137,4041,7,4,20
8138,4042,53,3,15
8139,4042,45,1,15
8140,4042,46,2,0
8141,4043,36,3,5
8142,4043,45,5,15
8143,4044,1,2,15
8144,4044,24,2,10
8145,4045,25,4,20
8146,4045,28,5,10
8147,4046,23,3,20
8148,4046,13,2,10
8149,4046,16,3,0
8150,4047,21,2,15
8151,4048,26,4,0
8152,4048,16,3,0
8153,4049,30,3,0
8154,4049,21,1,20
8155,4049,3,1,0
8156,4050,2,3,20
8157,4050,30,2,20
8158,4051,1,5,15
8159,4052,38,4,20
8160,4052,22,4,10
8161,4052,7,2,0
8162,4053,49,1,20
8163,4054,36,3,20
8164,4054,16,2,15
8165,4055,27,4,0
8166,4055,42,1,20
8167,4056,25,5,10
8168,4057,8,2,5
8169,4057,4,2,5
8170,4058,55,3,15
8171,4058,40,5,5
8172,4058,2,4,0
8173,4059,50,5,15
8174,4059,46,2,10
8175,4059,22,1,20
8176,4060,22,2,15
8177,4060,33,2,10
8178,4060,53,2,0
8179,4061,37,5,5
8180,4061,38,5,5
8181,4062,13,5,15
8182,4062,22,5,15
8183,4062,24,3,20
8184,4063,5,5,5
8185,4063,17,3,10
8186,4063,16,5,10
8187,4064,54,4,0
8188,4064,26,3,10
8189,4064,48,4,0
8190,4065,55,4,5
8191,4065,50,2,0
8192,4066,39,1,0
8193,4066,32,5,20
8194,4066,14,2,20
8195,4067,49,1,5
8196,4067,54,3,0
8197,4067,26,4,10
8198,4068,43,4,5
8199,4068,14,5,10
8200,4069,30,5,0
8201,4070,50,1,20
8202,4071,41,3,15
8203,4071,31,5,10
8204,4071,26,5,5
8205,4072,42,4,5
8206,4073,4,4,15
8207,4073,40,5,5
8208,4073,34,5,15
8209,4074,44,5,20
8210,4075,24,5,20
8211,4076,24,1,0
8212,4077,13,2,15
8213,4077,11,2,20
8214,4077,3,2,15
8215,4078,17,4,15
8216,4078,1,4,15
8217,4079,34,4,20
8218,4080,45,1,0
8219,4080,14,2,20
8220,4081,43,3,15
8221,4082,40,2,5
8222,4082,50,3,10
8223,4082,20,4,10
8224,4083,52,5,10
8225,4083,54,2,0
8226,4084,3,5,10
8227,4084,1,5,5
8228,4085,8,4,0
8229,4085,49,4,10
8230,4086,31,3,15
8231,4086,50,5,5
8232,4086,16,2,5
8233,4087,21,5,5
8234,4087,3,1,5
8235,4088,23,1,5
8236,4088,44,5,20
8237,4089,5,1,15
8238,4090,30,2,15
8239,4091,23,1,10
8240,4091,29,2,5
8241,4091,41,4,15
8242,4092,40,5,15
8243,4093,20,3,0
8244,4093,8,5,0
8245,4093,50,1,0
8246,4094,2,1,10
8247,4095,26,2,5
8248,4095,38,3,0
8249,4096,32,4,0
8250,4097,13,5,10
8251,4097,24,2,10
8252,4098,27,2,5
8253,4099,32,1,10
8254,4099,52,1,0
8255,4100,26,3,20
8256,4100,23,1,5
8257,4100,35,3,10
8258,4101,44,5,15
8259,4102,18,1,20
8260,4102,22,1,10
8261,4102,45,4,5
8262,4103,31,4,15
8263,4104,5,2,5
8264,4105,48,1,0
8265,4105,30,3,10
8266,4106,11,1,0
8267,4106,19,3,5
8268,4107,20,3,5
8269,4108,10,2,0
8270,4109,19,5,20
8271,4110,2,3,20
8272,4110,6,5,20
8273,4110,47,1,10
8274,4111,18,1,10
8275,4111,32,5,10
8276,4111,41,5,20
8277,4112,49,3,5
8278,4112,55,2,20
8279,4112,9,2,5
8280,4113,1,5,15
8281,4114,39,1,15
8282,4114,27,3,5
8283,4114,3,2,15
8284,4115,9,3,0
8285,4115,47,2,20
8286,4115,32,1,20
8287,4116,3,5,20
8288,4116,33,1,15
8289,4116,22,2,0
8290,4117,54,4,15
8291,4118,47,5,15
8292,4119,50,4,0
8293,4120,31,3,15
8294,4121,34,5,0
8295,4122,10,4,0
8296,4123,27,1,0
8297,4123,25,2,15
8298,4123,8,2,20
8299,4124,12,2,10
8300,4124,49,1,20
8301,4124,53,4,20
8302,4125,46,5,5
8303,4125,23,1,20
8304,4126,11,5,20
8305,4127,17,2,5
8306,4128,3,3,5
8307,4129,2,3,15
8308,4130,1,2,5
8309,4131,3,1,20
8310,4131,15,3,0
8311,4132,16,1,5
8312,4132,2,1,15
8313,4133,44,5,15
8314,4133,29,4,20
8315,4133,49,5,5
8316,4134,36,1,0
8317,4134,37,5,20
8318,4134,15,2,20
8319,4135,27,2,5
8320,4136,33,5,0
8321,4136,39,1,0
8322,4137,52,5,20
8323,4137,7,3,10
8324,4137,50,1,10
8325,4138,51,3,5
8326,4139,14,4,20
8327,4139,3,5,5
8328,4139,37,1,0
8329,4140,12,4,15
8330,4141,21,5,20
8331,4141,36,2,0
8332,4142,9,5,10
8333,4142,36,3,10
8334,4142,16,1,10
8335,4143,7,1,5
8336,4143,38,5,5
8337,4143,28,1,20
8338,4144,45,1,20
8339,4144,32,3,15
8340,4144,14,1,15
8341,4145,53,4,15
8342,4146,37,2,10
8343,4147,53,5,20
8344,4147,34,4,0
8345,4147,5,3,20
8346,4148,13,3,5
8347,4148,28,1,0
8348,4149,46,4,10
8349,4150,10,4,15
8350,4150,8,5,20
8351,4151,33,2,10
8352,4151,21,3,20
8353,4152,55,1,10
8354,4152,2,1,5
8355,4153,46,2,5
8356,4153,13,1,5
8357,4154,25,4,10
8358,4154,38,3,0
8359,4154,41,2,5
8360,4155,3,3,15
8361,4156,54,5,10
8362,4156,39,1,20
8363,4156,19,3,0
8364,4157,37,5,5
8365,4157,13,2,0
8366,4158,27,3,0
8367,4159,19,5,15
8368,4160,29,4,5
8369,4161,2,2,20
8370,4161,36,5,20
8371,4161,1,4,15
8372,4162,53,3,15
8373,4162,45,5,10
8374,4163,27,3,15
8375,4163,45,5,10
8376,4163,48,5,15
8377,4164,24,4,0
8378,4164,51,3,20
8379,4164,7,2,0
8380,4165,21,2,5
8381,4166,10,1,10
8382,4166,22,4,15
8383,4167,13,2,15
8384,4167,31,5,10
8385,4167,7,4,5
8386,4168,50,2,20
8387,4168,33,4,0
8388,4168,4,4,10
8389,4169,42,5,0
8390,4170,26,1,0
8391,4170,12,4,20
8392,4170,40,2,20
8393,4171,13,4,20
8394,4171,40,5,20
8395,4171,23,1,15
8396,4172,40,2,10
8397,4173,25,2,0
8398,4174,14,1,5
8399,4174,36,2,15
8400,4174,31,4,15
8401,4175,46,2,5
8402,4175,37,4,15
8403,4175,51,2,5
8404,4176,35,1,10
8405,4177,23,4,10
8406,4178,42,4,15
8407,4178,25,2,0
8408,4178,35,3,5
8409,4179,41,3,20
8410,4179,18,2,15
8411,4179,32,1,10
8412,4180,13,2,10
8413,4180,27,1,20
8414,4181,18,3,0
8415,4181,15,3,0
8416,4181,13,4,15
8417,4182,47,3,10
8418,4182,20,2,0
8419,4183,31,5,0
8420,4183,13,2,5
8421,4183,14,3,20
8422,4184,37,5,10
8423,4184,35,2,20
8424,4185,11,2,15
8425,4185,55,3,5
8426,4186,47,5,0
8427,4186,36,3,5
8428,4186,7,5,5
8429,4187,35,4,20
8430,4187,12,3,5
8431,4188,35,5,5
8432,4188,33,2,15
8433,4189,15,2,15
8434,4189,19,2,0
8435,4190,6,5,10
8436,4191,22,5,10
8437,4191,36,1,15
8438,4191,53,5,0
8439,4192,47,5,10
8440,4192,6,3,0
8441,4192,28,3,5
8442,4193,19,3,10
8443,4193,55,3,10
8444,4194,22,3,15
8445,4195,3,4,10
8446,4196,23,1,5
8447,4196,40,4,5
8448,4196,14,3,0
8449,4197,10,3,5
8450,4198,7,4,15
8451,4199,52,5,15
8452,4200,31,3,10
8453,4200,38,4,15
8454,4200,21,5,0
8455,4201,32,3,0
8456,4201,55,3,20
8457,4201,5,4,10
8458,4202,29,2,5
8459,4203,13,4,0
8460,4203,17,2,5
8461,4204,9,2,5
8462,4204,40,2,10
8463,4205,11,2,5
8464,4205,36,2,10
8465,4206,17,1,20
8466,4207,27,5,10
8467,4208,6,3,5
8468,4208,22,2,0
8469,4209,38,1,20
8470,4210,50,4,5
8471,4210,21,1,10
8472,4210,9,3,0
8473,4211,50,1,10
8474,4212,43,2,5
8475,4212,25,3,0
8476,4213,7,3,15
8477,4213,53,2,5
8478,4214,13,5,15
8479,4214,35,2,20
8480,4214,30,3,20
8481,4215,15,2,20
8482,4216,49,3,5
8483,4216,10,5,15
8484,4216,26,2,10
8485,4217,14,4,5
8486,4217,49,4,10
8487,4217,24,4,0
8488,4218,44,1,5
8489,4218,34,3,0
8490,4218,48,5,5
8491,4219,48,2,0
8492,4219,20,5,5
8493,4219,55,3,15
8494,4220,55,3,0
8495,4220,24,2,15
8496,4220,44,3,5
8497,4221,46,5,15
8498,4221,38,4,0
8499,4222,42,2,10
8500,4223,19,2,15
8501,4223,5,5,5
8502,4223,29,1,5
8503,4224,53,5,20
8504,4224,46,3,0
8505,4224,49,5,10
8506,4225,39,5,20
8507,4225,50,5,10
8508,4226,5,4,15
8509,4226,2,3,20
8510,4226,11,1,0
8511,4227,47,4,15
8512,4227,52,2,20
8513,4228,32,2,20
8514,4228,41,5,5
8515,4229,50,2,15
8516,4229,35,1,10
8517,4230,36,4,10
8518,4230,20,2,15
8519,4230,26,5,20
8520,4231,14,4,15
8521,4231,19,4,15
8522,4231,26,3,15
8523,4232,32,3,15
8524,4233,35,2,20
8525,4233,18,5,10
8526,4233,53,5,5
8527,4234,21,1,10
8528,4234,50,3,10
8529,4234,5,1,5
8530,4235,17,3,10
8531,4235,31,2,0
8532,4235,3,5,5
8533,4236,53,3,0
8534,4236,30,3,5
8535,4236,17,3,5
8536,4237,49,1,10
8537,4238,4,2,15
8538,4238,19,2,5
8539,4238,16,3,0
8540,4239,11,3,15
8541,4239,15,3,20
8542,4239,48,2,10
8543,4240,34,5,10
8544,4240,3,4,10
8545,4241,24,5,5
8546,4242,3,1,5
8547,4242,51,4,15
8548,4242,21,1,10
8549,4243,44,2,15
8550,4244,7,1,20
8551,4245,53,1,10
8552,4245,23,2,20
8553,4245,45,3,15
8554,4246,32,4,15
8555,4246,10,1,10
8556,4246,45,2,0
8557,4247,1,5,5
8558,4247,20,2,10
8559,4247,22,5,20
8560,4248,50,4,5
8561,4248,7,1,20
8562,4249,43,5,15
8563,4249,18,3,20
8564,4250,20,1,20
8565,4250,10,4,20
8566,4250,14,3,0
8567,4251,28,3,10
8568,4251,38,1,5
8569,4252,39,5,15
8570,4252,16,2,5
8571,4253,16,4,5
8572,4253,51,1,5
8573,4254,27,3,10
8574,4255,35,3,10
8575,4255,37,4,5
8576,4255,4,2,10
8577,4256,8,5,0
8578,4256,38,3,20
8579,4256,10,3,0
8580,4257,31,3,20
8581,4258,32,5,20
8582,4258,36,2,5
8583,4259,3,5,20
8584,4259,5,2,15
8585,4259,26,5,20
8586,4260,11,2,20
8587,4260,24,2,10
8588,4260,7,3,5
8589,4261,4,1,15
8590,4261,29,1,5
8591,4261,11,4,5
8592,4262,3,4,20
8593,4262,48,5,15
8594,4263,39,4,5
8595,4263,25,4,10
8596,4263,55,4,0
8597,4264,12,2,15
8598,4264,33,4,5
8599,4265,41,1,20
8600,4266,44,5,10
8601,4266,22,3,5
8602,4266,50,5,20
8603,4267,44,3,20
8604,4267,27,2,10
8605,4268,12,2,15
8606,4268,21,4,5
8607,4269,10,5,10
8608,4270,41,5,20
8609,4271,42,1,0
8610,4271,11,1,15
8611,4272,33,4,15
8612,4272,36,3,5
8613,4272,51,2,15
8614,4273,3,1,20
8615,4274,53,1,20
8616,4274,48,1,10
8617,4275,45,4,15
8618,4275,25,2,10
8619,4275,55,3,0
8620,4276,38,4,20
8621,4276,36,4,20
8622,4276,41,2,10
8623,4277,40,2,0
8624,4278,24,5,0
8625,4278,49,3,0
8626,4278,18,1,10
8627,4279,31,4,10
8628,4279,15,2,20
8629,4280,52,4,5
8630,4281,44,4,10
8631,4282,37,3,10
8632,4282,20,2,0
8633,4282,3,2,0
8634,4283,46,1,5
8635,4283,8,2,10
8636,4284,16,2,20
8637,4284,36,1,15
8638,4284,33,1,20
8639,4285,10,1,20
8640,4286,18,3,0
8641,4286,23,3,0
8642,4287,45,2,0
8643,4288,42,1,20
8644,4288,26,1,0
8645,4288,35,1,20
8646,4289,30,5,0
8647,4289,21,3,5
8648,4290,49,4,5
8649,4290,54,4,0
8650,4291,25,2,5
8651,4291,10,1,0
8652,4292,28,4,20
8653,4293,13,1,15
8654,4294,24,4,0
8655,4294,52,5,20
8656,4295,2,4,15
8657,4295,46,2,5
8658,4296,4,3,10
8659,4296,45,1,20
8660,4296,18,1,5
8661,4297,45,2,15
8662,4297,37,1,5
8663,4298,48,2,15
8664,4298,31,4,0
8665,4299,32,5,10
8666,4299,8,3,0
8667,4299,42,4,5
8668,4300,41,3,15
8669,4300,8,1,10
8670,4301,15,2,5
8671,4301,25,3,0
8672,4302,25,5,20
8673,4302,22,2,5
8674,4302,34,5,20
8675,4303,44,2,0
8676,4303,29,1,0
8677,4303,4,4,10
8678,4304,13,3,15
8679,4304,26,2,15
8680,4304,7,5,15
8681,4305,54,4,5
8682,4305,39,3,20
8683,4306,20,2,20
8684,4306,17,2,5
8685,4307,23,4,20
8686,4307,31,1,10
8687,4307,9,4,5
8688,4308,31,1,15
8689,4308,10,1,10
8690,4308,19,3,0
8691,4309,50,1,10
8692,4309,49,5,10
8693,4309,41,2,5
8694,4310,51,5,20
8695,4310,11,1,5
8696,4311,31,1,15
8697,4312,49,3,10
8698,4313,2,1,15
8699,4313,52,1,0
8700,4314,53,5,20
8701,4314,27,5,10
8702,4315,15,1,15
8703,4316,43,4,20
8704,4317,24,4,0
8705,4318,8,3,10
8706,4318,42,2,10
8707,4318,7,2,0
8708,4319,9,3,20
8709,4320,50,2,10
8710,4320,47,3,0
8711,4321,14,4,0
8712,4322,20,4,20
8713,4322,30,4,5
8714,4322,48,3,0
8715,4323,29,3,20
8716,4324,1,1,10
8717,4324,11,5,10
8718,4325,35,1,5
8719,4325,40,5,0
8720,4326,28,4,10
8721,4326,15,3,5
8722,4327,42,4,5
8723,4327,41,5,5
8724,4328,5,4,5
8725,4328,34,2,5
8726,4329,4,3,20
8727,4330,16,5,5
8728,4330,1,5,20
8729,4331,2,3,15
