payment_id,order_id,payment_method,payment_status
4885,4885,Cash,Paid
4886,4886,Cash,Paid
4887,4887,Cash,Paid
4888,4888,Debit Card,Paid
4889,4889,Cash,Paid
4890,4890,Net Banking,Paid
4891,4891,Net Banking,Paid
4892,4892,Credit Card,Paid
4893,4893,Net Banking,Paid
4894,4894,UPI,Paid
4895,4895,Wallet,Paid
4896,4896,Debit Card,Paid
4897,4897,Wallet,Paid
4898,4898,Credit Card,Paid
4899,4899,Cash,Paid
4900,4900,Cash,Paid
4901,4901,Credit Card,Paid
4902,4902,Wallet,Paid
4903,4903,UPI,Paid
4904,4904,Credit Card,Paid
4905,4905,Wallet,Paid
4906,4906,Wallet,Pending
4907,4907,UPI,Paid
4908,4908,Wallet,Paid
4909,4909,Wallet,Paid
4910,4910,UPI,Paid
4911,4911,Wallet,Pending
4912,4912,UPI,Paid
4913,4913,Credit Card,Paid
4914,4914,Wallet,Paid
4915,4915,Wallet,Paid
4916,4916,Debit Card,Paid
4917,4917,Cash,Paid
4918,4918,Credit Card,Paid
4919,4919,Net Banking,Paid
4920,4920,Debit Card,Paid
4921,4921,Debit Card,Paid
4922,4922,UPI,Paid
4923,4923,Wallet,Paid
4924,4924,Wallet,Paid
4925,4925,UPI,Paid
4926,4926,Net Banking,Paid
4927,4927,Wallet,Paid
4928,4928,Credit Card,Paid
4929,4929,Credit Card,Paid
4930,4930,Net Banking,Paid
4931,4931,Net Banking,Paid
4932,4932,Wallet,Pending
4933,4933,Credit Card,Paid
4934,4934,Debit Card,Paid
4935,4935,Wallet,Paid
4936,4936,UPI,Paid
4937,4937,Debit Card,Paid
4938,4938,Credit Card,Paid
4939,4939,Cash,Paid
4940,4940,Credit Card,Paid
4941,4941,UPI,Paid
4942,4942,Wallet,Paid
4943,4943,Debit Card,Paid
4944,4944,Net Banking,Pending
4945,4945,Wallet,Paid
4946,4946,UPI,Paid
4947,4947,Net Banking,Paid
4948,4948,Wallet,Paid
4949,4949,UPI,Paid
4950,4950,Debit Card,Paid
4951,4951,Debit Card,Paid
4952,4952,Net Banking,Paid
4953,4953,Wallet,Paid
4954,4954,Wallet,Paid
4955,4955,Wallet,Paid
4956,4956,Credit Card,Paid
4957,4957,Wallet,Paid
4958,4958,Debit Card,Paid
4959,4959,Net Banking,Paid
4960,4960,Cash,Paid
4961,4961,Wallet,Paid
4962,4962,Debit Card,Paid
4963,4963,Net Banking,Paid
4964,4964,Cash,Paid
4965,4965,Debit Card,Paid
4966,4966,Net Banking,Paid
4967,4967,Wallet,Paid
4968,4968,Credit Card,Paid
4969,4969,Debit Card,Paid
4970,4970,Net Banking,Paid
4971,4971,Cash,Paid
4972,4972,Debit Card,Paid
4973,4973,Debit Card,Paid
4974,4974,Net Banking,Pending
4975,4975,Net Banking,Paid
4976,4976,Credit Card,Paid
4977,4977,Debit Card,Paid
4978,4978,Debit Card,Paid
4979,4979,Cash,Paid
4980,4980,Cash,Paid
4981,4981,Cash,Paid
4982,4982,Cash,Paid
4983,4983,UPI,Paid
4984,4984,Cash,Paid
4985,4985,UPI,Paid
4986,4986,Net Banking,Pending
4987,4987,Net Banking,Paid
4988,4988,UPI,Paid
4989,4989,Debit Card,Paid
4990,4990,Credit Card,Paid
4991,4991,Debit Card,Paid
4992,4992,UPI,Paid
4993,4993,Wallet,Paid
4994,4994,Debit Card,Paid
4995,4995,Debit Card,Paid
4996,4996,Cash,Paid
4997,4997,Cash,Paid
4998,4998,UPI,Paid
4999,4999,Wallet,Paid
5000,5000,Credit Card,Paid
5001,5001,UPI,Paid
5002,5002,Credit Card,Paid
5003,5003,Wallet,Paid
5004,5004,UPI,Paid
5005,5005,Net Banking,Paid
5006,5006,Wallet,Paid
5007,5007,Net Banking,Paid
5008,5008,UPI,Paid
5009,5009,Wallet,Paid
5010,5010,UPI,Paid
5011,5011,Wallet,Paid
5012,5012,Wallet,Paid
5013,5013,Debit Card,Paid
5014,5014,Wallet,Paid
5015,5015,Net Banking,Paid
5016,5016,UPI,Paid
5017,5017,Net Banking,Paid
5018,5018,Cash,Paid
5019,5019,Net Banking,Paid
5020,5020,Wallet,Paid
5021,5021,Credit Card,Paid
5022,5022,Wallet,Pending
5023,5023,UPI,Paid
5024,5024,Credit Card,Paid
5025,5025,Cash,Paid
5026,5026,Debit Card,Paid
5027,5027,Wallet,Paid
5028,5028,Cash,Paid
5029,5029,Wallet,Paid
5030,5030,Debit Card,Pending
5031,5031,UPI,Paid
5032,5032,Net Banking,Paid
5033,5033,Cash,Paid
5034,5034,Wallet,Paid
5035,5035,Cash,Paid
5036,5036,Cash,Paid
5037,5037,Credit Card,Paid
5038,5038,Cash,Paid
5039,5039,Debit Card,Paid
5040,5040,UPI,Paid
5041,5041,Wallet,Paid
5042,5042,UPI,Paid
5043,5043,Cash,Paid
5044,5044,Net Banking,Paid
5045,5045,Debit Card,Paid
5046,5046,Debit Card,Paid
5047,5047,Net Banking,Paid
5048,5048,UPI,Paid
5049,5049,UPI,Paid
5050,5050,UPI,Paid
5051,5051,Wallet,Paid
5052,5052,Cash,Paid
5053,5053,Debit Card,Paid
5054,5054,Net Banking,Paid
5055,5055,Cash,Paid
5056,5056,Net Banking,Paid
5057,5057,Wallet,Paid
5058,5058,Cash,Paid
5059,5059,Debit Card,Paid
5060,5060,UPI,Paid
5061,5061,Cash,Paid
5062,5062,Cash,Pending
5063,5063,Cash,Paid
5064,5064,Credit Card,Paid
5065,5065,Debit Card,Paid
5066,5066,Cash,Paid
5067,5067,Cash,Paid
5068,5068,Credit Card,Paid
5069,5069,UPI,Paid
5070,5070,Wallet,Paid
5071,5071,Cash,Paid
5072,5072,Net Banking,Pending
5073,5073,Net Banking,Paid
5074,5074,Cash,Pending
5075,5075,UPI,Paid
5076,5076,Cash,Paid
5077,5077,UPI,Paid
5078,5078,Wallet,Paid
5079,5079,Cash,Paid
5080,5080,Net Banking,Paid
5081,5081,Cash,Paid
5082,5082,Credit Card,Pending
5083,5083,Debit Card,Paid
5084,5084,UPI,Paid
5085,5085,Debit Card,Paid
5086,5086,Debit Card,Paid
5087,5087,Credit Card,Paid
5088,5088,Debit Card,Paid
5089,5089,Net Banking,Paid
5090,5090,Net Banking,Paid
5091,5091,Net Banking,Paid
5092,5092,UPI,Paid
5093,5093,UPI,Paid
5094,5094,Net Banking,Paid
5095,5095,Debit Card,Paid
5096,5096,Credit Card,Paid
5097,5097,Cash,Paid
5098,5098,Credit Card,Paid
5099,5099,Net Banking,Paid
5100,5100,Cash,Paid
5101,5101,Net Banking,Paid
5102,5102,UPI,Paid
5103,5103,Cash,Paid
5104,5104,Net Banking,Paid
5105,5105,Wallet,Paid
5106,5106,Wallet,Paid
5107,5107,UPI,Pending
5108,5108,Cash,Paid
5109,5109,Credit Card,Paid
5110,5110,Cash,Paid
5111,5111,Credit Card,Paid
5112,5112,Wallet,Paid
5113,5113,Debit Card,Paid
5114,5114,Credit Card,Paid
5115,5115,Cash,Paid
5116,5116,Cash,Paid
5117,5117,Wallet,Paid
5118,5118,Credit Card,Paid
5119,5119,Net Banking,Paid
5120,5120,Wallet,Paid
5121,5121,UPI,Paid
5122,5122,Credit Card,Paid
5123,5123,UPI,Paid
5124,5124,Credit Card,Paid
5125,5125,Net Banking,Paid
5126,5126,Net Banking,Paid
5127,5127,Net Banking,Paid
5128,5128,Debit Card,Paid
5129,5129,Credit Card,Paid
5130,5130,UPI,Paid
5131,5131,Credit Card,Paid
5132,5132,Cash,Paid
5133,5133,Wallet,Paid
5134,5134,Debit Card,Paid
5135,5135,UPI,Paid
5136,5136,UPI,Paid
5137,5137,Credit Card,Paid
5138,5138,UPI,Paid
5139,5139,Net Banking,Paid
5140,5140,Cash,Paid
5141,5141,Net Banking,Paid
5142,5142,Debit Card,Paid
5143,5143,Cash,Paid
5144,5144,Credit Card,Paid
5145,5145,Wallet,Paid
5146,5146,Debit Card,Paid
5147,5147,Wallet,Paid
5148,5148,Net Banking,Paid
5149,5149,Debit Card,Paid
5150,5150,Cash,Pending
5151,5151,Wallet,Paid
5152,5152,Net Banking,Paid
5153,5153,Debit Card,Paid
5154,5154,Cash,Paid
5155,5155,Cash,Paid
5156,5156,UPI,Paid
5157,5157,Cash,Paid
5158,5158,Net Banking,Paid
5159,5159,Net Banking,Paid
5160,5160,Net Banking,Paid
5161,5161,Wallet,Paid
5162,5162,Debit Card,Paid
5163,5163,UPI,Paid
5164,5164,Debit Card,Paid
5165,5165,Wallet,Paid
5166,5166,Net Banking,Pending
5167,5167,Wallet,Paid
5168,5168,Net Banking,Paid
5169,5169,Credit Card,Paid
5170,5170,Wallet,Paid
5171,5171,Cash,Paid
5172,5172,Wallet,Paid
5173,5173,Credit Card,Paid
5174,5174,UPI,Paid
5175,5175,Credit Card,Paid
5176,5176,Cash,Paid
5177,5177,UPI,Paid
5178,5178,UPI,Paid
5179,5179,Credit Card,Paid
5180,5180,UPI,Paid
5181,5181,Cash,Paid
5182,5182,Debit Card,Paid
5183,5183,Cash,Pending
5184,5184,Net Banking,Paid
5185,5185,Credit Card,Paid
5186,5186,Wallet,Paid
5187,5187,Wallet,Paid
5188,5188,Debit Card,Paid
5189,5189,Credit Card,Paid
5190,5190,UPI,Paid
5191,5191,UPI,Paid
5192,5192,Cash,Pending
5193,5193,Net Banking,Paid
5194,5194,UPI,Paid
5195,5195,Net Banking,Paid
5196,5196,Credit Card,Paid
5197,5197,Debit Card,Paid
5198,5198,UPI,Paid
5199,5199,Debit Card,Paid
5200,5200,UPI,Paid
5201,5201,Cash,Paid
5202,5202,Credit Card,Paid
5203,5203,Credit Card,Pending
5204,5204,Net Banking,Paid
5205,5205,Wallet,Paid
5206,5206,Wallet,Paid
5207,5207,Credit Card,Paid
5208,5208,Credit Card,Paid
5209,5209,Debit Card,Paid
5210,5210,Cash,Paid
5211,5211,UPI,Paid
5212,5212,Net Banking,Paid
5213,5213,Debit Card,Paid
5214,5214,Credit Card,Paid
5215,5215,Net Banking,Paid
5216,5216,Cash,Paid
5217,5217,UPI,Paid
5218,5218,Wallet,Paid
5219,5219,UPI,Paid
5220,5220,UPI,Pending
5221,5221,Debit Card,Paid
5222,5222,Credit Card,Paid
5223,5223,Wallet,Paid
5224,5224,Credit Card,Paid
5225,5225,Wallet,Paid
5226,5226,Credit Card,Paid
5227,5227,Wallet,Paid
5228,5228,Wallet,Paid
5229,5229,Debit Card,Paid
5230,5230,UPI,Paid
5231,5231,UPI,Paid
5232,5232,UPI,Paid
5233,5233,Debit Card,Paid
5234,5234,Debit Card,Paid
5235,5235,Credit Card,Paid
5236,5236,Net Banking,Paid
5237,5237,Cash,Paid
5238,5238,Wallet,Paid
5239,5239,Credit Card,Paid
5240,5240,UPI,Paid
5241,5241,Cash,Paid
5242,5242,Debit Card,Paid
5243,5243,Credit Card,Paid
5244,5244,Wallet,Paid
5245,5245,Cash,Paid
5246,5246,Net Banking,Paid
5247,5247,Net Banking,Paid
5248,5248,Debit Card,Paid
5249,5249,Net Banking,Paid
5250,5250,Wallet,Paid
5251,5251,Cash,Paid
5252,5252,Cash,Paid
5253,5253,Debit Card,Paid
5254,5254,Cash,Paid
5255,5255,Wallet,Paid
5256,5256,Wallet,Paid
5257,5257,UPI,Paid
5258,5258,Credit Card,Paid
5259,5259,Net Banking,Paid
5260,5260,Wallet,Paid
5261,5261,Cash,Paid
5262,5262,Cash,Paid
5263,5263,Debit Card,Paid
5264,5264,UPI,Paid
5265,5265,Debit Card,Paid
5266,5266,Debit Card,Paid
5267,5267,Credit Card,Paid
5268,5268,Debit Card,Paid
5269,5269,Cash,Paid
5270,5270,Credit Card,Paid
5271,5271,Debit Card,Paid
5272,5272,Net Banking,Paid
5273,5273,Net Banking,Paid
5274,5274,Net Banking,Paid
5275,5275,Wallet,Paid
5276,5276,Cash,Paid
5277,5277,Credit Card,Paid
5278,5278,Cash,Paid
5279,5279,Wallet,Paid
5280,5280,Cash,Paid
5281,5281,Credit Card,Paid
5282,5282,Cash,Paid
5283,5283,Wallet,Paid
5284,5284,UPI,Paid
5285,5285,Debit Card,Paid
5286,5286,UPI,Paid
5287,5287,Credit Card,Paid
5288,5288,Debit Card,Paid
5289,5289,Net Banking,Paid
5290,5290,Cash,Paid
5291,5291,UPI,Paid
5292,5292,UPI,Paid
5293,5293,Cash,Paid
5294,5294,Wallet,Paid
5295,5295,UPI,Paid
5296,5296,UPI,Paid
5297,5297,Credit Card,Paid
5298,5298,Credit Card,Paid
5299,5299,Net Banking,Paid
5300,5300,Net Banking,Paid
5301,5301,Cash,Paid
5302,5302,Cash,Paid
5303,5303,UPI,Paid
5304,5304,Debit Card,Pending
5305,5305,Wallet,Paid
5306,5306,Net Banking,Paid
5307,5307,Debit Card,Paid
5308,5308,Net Banking,Paid
5309,5309,Debit Card,Pending
5310,5310,Credit Card,Paid
5311,5311,Wallet,Paid
5312,5312,Debit Card,Paid
5313,5313,Wallet,Paid
5314,5314,Net Banking,Paid
5315,5315,Wallet,Paid
5316,5316,Credit Card,Paid
5317,5317,Wallet,Paid
5318,5318,Net Banking,Paid
5319,5319,UPI,Paid
5320,5320,Cash,Paid
5321,5321,Cash,Paid
5322,5322,Credit Card,Paid
5323,5323,Wallet,Paid
5324,5324,Credit Card,Paid
5325,5325,Credit Card,Paid
5326,5326,Wallet,Paid
5327,5327,Cash,Pending
5328,5328,Wallet,Paid
5329,5329,Wallet,Paid
5330,5330,Net Banking,Paid
5331,5331,Credit Card,Paid
5332,5332,Cash,Paid
5333,5333,Debit Card,Paid
5334,5334,Debit Card,Paid
5335,5335,Cash,Paid
5336,5336,UPI,Paid
5337,5337,Wallet,Paid
5338,5338,Net Banking,Paid
5339,5339,Credit Card,Paid
5340,5340,Debit Card,Paid
5341,5341,Wallet,Paid
5342,5342,Cash,Paid
5343,5343,Cash,Paid
5344,5344,Net Banking,Paid
5345,5345,Debit Card,Paid
5346,5346,Cash,Paid
5347,5347,Debit Card,Paid
5348,5348,Cash,Paid
5349,5349,Credit Card,Paid
5350,5350,Net Banking,Paid
5351,5351,Wallet,Paid
5352,5352,Net Banking,Paid
5353,5353,Cash,Paid
5354,5354,Wallet,Paid
5355,5355,Wallet,Paid
5356,5356,Credit Card,Paid
5357,5357,Debit Card,Paid
5358,5358,Net Banking,Paid
5359,5359,Debit Card,Paid
5360,5360,Credit Card,Paid
5361,5361,Wallet,Paid
5362,5362,Net Banking,Paid
5363,5363,Debit Card,Paid
5364,5364,Debit Card,Paid
5365,5365,Cash,Paid
5366,5366,UPI,Paid
5367,5367,UPI,Paid
5368,5368,Debit Card,Paid
5369,5369,UPI,Paid
5370,5370,Cash,Paid
5371,5371,Net Banking,Paid
5372,5372,UPI,Paid
5373,5373,Wallet,Pending
5374,5374,Wallet,Paid
5375,5375,Net Banking,Paid
5376,5376,Debit Card,Paid
5377,5377,Net Banking,Paid
5378,5378,Credit Card,Pending
5379,5379,Credit Card,Paid
5380,5380,Wallet,Paid
5381,5381,Wallet,Paid
5382,5382,Credit Card,Paid
5383,5383,Credit Card,Paid
5384,5384,Net Banking,Paid
5385,5385,Credit Card,Paid
5386,5386,UPI,Paid
5387,5387,Credit Card,Paid
5388,5388,Debit Card,Paid
5389,5389,UPI,Paid
5390,5390,Cash,Paid
5391,5391,Debit Card,Paid
5392,5392,UPI,Paid
5393,5393,Net Banking,Paid
5394,5394,Credit Card,Paid
5395,5395,UPI,Paid
5396,5396,Net Banking,Paid
5397,5397,Credit Card,Paid
5398,5398,Wallet,Paid
5399,5399,Debit Card,Paid
5400,5400,Credit Card,Paid
5401,5401,UPI,Paid
5402,5402,Wallet,Paid
5403,5403,UPI,Paid
5404,5404,Debit Card,Paid
5405,5405,Credit Card,Paid
5406,5406,Credit Card,Paid
5407,5407,Debit Card,Paid
5408,5408,Net Banking,Paid
5409,5409,Cash,Paid
5410,5410,Credit Card,Paid
5411,5411,Cash,Pending
5412,5412,Credit Card,Paid
5413,5413,Wallet,Paid
5414,5414,UPI,Paid
5415,5415,Debit Card,Paid
5416,5416,Credit Card,Paid
5417,5417,Credit Card,Paid
5418,5418,Cash,Paid
5419,5419,Credit Card,Paid
5420,5420,Net Banking,Paid
5421,5421,Credit Card,Paid
5422,5422,Credit Card,Paid
5423,5423,Credit Card,Paid
5424,5424,Debit Card,Paid
5425,5425,Net Banking,Paid
5426,5426,Net Banking,Pending
5427,5427,UPI,Paid
5428,5428,Wallet,Paid
5429,5429,Credit Card,Paid
5430,5430,Debit Card,Paid
5431,5431,Cash,Paid
5432,5432,Net Banking,Paid
5433,5433,Wallet,Paid
5434,5434,Wallet,Paid
5435,5435,Credit Card,Paid
5436,5436,Credit Card,Paid
5437,5437,Wallet,Paid
5438,5438,Cash,Paid
5439,5439,Net Banking,Paid
5440,5440,Cash,Paid
5441,5441,UPI,Paid
5442,5442,UPI,Paid
5443,5443,Credit Card,Paid
5444,5444,Credit Card,Paid
5445,5445,Debit Card,Paid
5446,5446,Net Banking,Paid
5447,5447,Cash,Paid
5448,5448,Wallet,Paid
5449,5449,UPI,Paid
5450,5450,Wallet,Paid
5451,5451,Wallet,Pending
5452,5452,Debit Card,Paid
5453,5453,Net Banking,Paid
5454,5454,Net Banking,Paid
5455,5455,Cash,Paid
5456,5456,Credit Card,Paid
5457,5457,Debit Card,Paid
5458,5458,Cash,Paid
5459,5459,Cash,Paid
5460,5460,Net Banking,Paid
5461,5461,Wallet,Paid
5462,5462,Debit Card,Paid
5463,5463,Cash,Paid
5464,5464,Net Banking,Paid
5465,5465,UPI,Paid
5466,5466,UPI,Paid
5467,5467,Debit Card,Paid
5468,5468,Credit Card,Paid
5469,5469,Wallet,Paid
5470,5470,Cash,Paid
5471,5471,Debit Card,Paid
5472,5472,Debit Card,Pending
5473,5473,Net Banking,Paid
5474,5474,Net Banking,Paid
5475,5475,UPI,Paid
5476,5476,Cash,Paid
5477,5477,Credit Card,Paid
5478,5478,Cash,Paid
5479,5479,Credit Card,Paid
5480,5480,Net Banking,Paid
5481,5481,Net Banking,Paid
5482,5482,UPI,Paid
5483,5483,UPI,Pending
5484,5484,Net Banking,Paid
5485,5485,Debit Card,Paid
5486,5486,Debit Card,Paid
5487,5487,Cash,Paid
5488,5488,Credit Card,Paid
5489,5489,Debit Card,Paid
5490,5490,UPI,Paid
5491,5491,Credit Card,Paid
5492,5492,Net Banking,Paid
5493,5493,Credit Card,Paid
5494,5494,Wallet,Paid
5495,5495,Credit Card,Paid
5496,5496,Cash,Paid
5497,5497,UPI,Paid
5498,5498,Cash,Paid
5499,5499,Net Banking,Paid
5500,5500,Credit Card,Paid
5501,5501,Wallet,Paid
5502,5502,Debit Card,Paid
5503,5503,Wallet,Paid
5504,5504,Wallet,Paid
5505,5505,Cash,Paid
5506,5506,Credit Card,Paid
5507,5507,Cash,Paid
5508,5508,Cash,Paid
5509,5509,Net Banking,Paid
5510,5510,Wallet,Paid
5511,5511,Debit Card,Paid
5512,5512,UPI,Paid
5513,5513,Wallet,Paid
5514,5514,Debit Card,Paid
5515,5515,Net Banking,Paid
5516,5516,Cash,Paid
5517,5517,UPI,Paid
5518,5518,Debit Card,Paid
5519,5519,UPI,Paid
5520,5520,Cash,Paid
5521,5521,Cash,Paid
5522,5522,UPI,Paid
5523,5523,Net Banking,Paid
5524,5524,Cash,Paid
5525,5525,Cash,Paid
5526,5526,Cash,Paid
5527,5527,Debit Card,Paid
5528,5528,Net Banking,Paid
5529,5529,Cash,Paid
5530,5530,UPI,Paid
5531,5531,Credit Card,Paid
5532,5532,Wallet,Paid
5533,5533,Credit Card,Paid
5534,5534,Wallet,Paid
5535,5535,Credit Card,Paid
5536,5536,Cash,Paid
5537,5537,Wallet,Paid
5538,5538,Debit Card,Paid
5539,5539,Wallet,Paid
5540,5540,Debit Card,Paid
5541,5541,Wallet,Paid
5542,5542,Net Banking,Paid
5543,5543,Credit Card,Paid
5544,5544,Net Banking,Paid
5545,5545,Net Banking,Paid
5546,5546,UPI,Paid
5547,5547,Cash,Paid
5548,5548,UPI,Paid
5549,5549,Wallet,Paid
5550,5550,Cash,Paid
5551,5551,Credit Card,Paid
5552,5552,Wallet,Paid
5553,5553,Debit Card,Paid
5554,5554,UPI,Paid
5555,5555,UPI,Paid
5556,5556,Debit Card,Paid
5557,5557,UPI,Paid
5558,5558,Net Banking,Paid
5559,5559,Wallet,Paid
5560,5560,Credit Card,Paid
5561,5561,Wallet,Paid
5562,5562,Credit Card,Paid
5563,5563,Net Banking,Paid
5564,5564,UPI,Paid
5565,5565,Net Banking,Paid
5566,5566,Net Banking,Paid
5567,5567,Cash,Paid
5568,5568,Debit Card,Paid
5569,5569,Cash,Paid
5570,5570,Debit Card,Paid
5571,5571,Debit Card,Paid
5572,5572,Wallet,Paid
5573,5573,UPI,Paid
5574,5574,Debit Card,Paid
5575,5575,Wallet,Paid
5576,5576,Cash,Pending
5577,5577,UPI,Paid
5578,5578,Wallet,Paid
5579,5579,Wallet,Paid
5580,5580,UPI,Paid
5581,5581,Net Banking,Paid
5582,5582,Cash,Paid
5583,5583,Wallet,Paid
5584,5584,UPI,Paid
5585,5585,Wallet,Paid
5586,5586,UPI,Paid
5587,5587,Cash,Paid
5588,5588,Wallet,Paid
5589,5589,Cash,Paid
5590,5590,Wallet,Pending
5591,5591,Cash,Paid
5592,5592,Debit Card,Paid
5593,5593,Net Banking,Paid
5594,5594,Credit Card,Paid
5595,5595,Net Banking,Paid
5596,5596,UPI,Paid
5597,5597,Net Banking,Paid
5598,5598,Net Banking,Paid
5599,5599,Net Banking,Paid
5600,5600,Debit Card,Paid
5601,5601,Wallet,Paid
5602,5602,Net Banking,Paid
5603,5603,Cash,Paid
5604,5604,Credit Card,Paid
5605,5605,Net Banking,Paid
5606,5606,Debit Card,Paid
5607,5607,UPI,Paid
5608,5608,Net Banking,Pending
5609,5609,UPI,Paid
5610,5610,Net Banking,Paid
5611,5611,Credit Card,Paid
5612,5612,Cash,Paid
5613,5613,Cash,Paid
5614,5614,UPI,Paid
5615,5615,Cash,Paid
5616,5616,Net Banking,Paid
5617,5617,Credit Card,Paid
5618,5618,Net Banking,Paid
5619,5619,Wallet,Paid
5620,5620,Wallet,Paid
5621,5621,Credit Card,Paid
5622,5622,Net Banking,Paid
5623,5623,Credit Card,Paid
5624,5624,Wallet,Paid
5625,5625,Debit Card,Paid
5626,5626,Cash,Pending
5627,5627,Debit Card,Paid
5628,5628,Credit Card,Paid
5629,5629,Wallet,Paid
5630,5630,Credit Card,Paid
5631,5631,Cash,Paid
5632,5632,UPI,Paid
5633,5633,Net Banking,Paid
5634,5634,Wallet,Pending
5635,5635,Debit Card,Paid
5636,5636,Wallet,Paid
5637,5637,Credit Card,Paid
5638,5638,Wallet,Paid
5639,5639,Cash,Paid
5640,5640,Wallet,Paid
5641,5641,Credit Card,Paid
5642,5642,UPI,Paid
5643,5643,Wallet,Paid
5644,5644,Debit Card,Paid
5645,5645,Credit Card,Paid
5646,5646,Net Banking,Paid
5647,5647,Cash,Paid
5648,5648,Net Banking,Paid
5649,5649,Net Banking,Paid
5650,5650,Credit Card,Paid
5651,5651,Wallet,Paid
5652,5652,Wallet,Paid
5653,5653,Credit Card,Paid
5654,5654,Debit Card,Paid
5655,5655,Wallet,Paid
5656,5656,Net Banking,Paid
5657,5657,Net Banking,Paid
5658,5658,UPI,Paid
5659,5659,UPI,Paid
5660,5660,Cash,Paid
5661,5661,Net Banking,Paid
5662,5662,UPI,Paid
5663,5663,Wallet,Paid
5664,5664,Credit Card,Paid
5665,5665,UPI,Paid
5666,5666,Net Banking,Paid
5667,5667,Debit Card,Paid
5668,5668,Net Banking,Paid
5669,5669,UPI,Paid
5670,5670,Wallet,Paid
5671,5671,Cash,Paid
5672,5672,Cash,Paid
5673,5673,UPI,Paid
5674,5674,Debit Card,Paid
5675,5675,UPI,Paid
5676,5676,Cash,Paid
5677,5677,Cash,Paid
5678,5678,Cash,Paid
5679,5679,Cash,Paid
5680,5680,Wallet,Paid
5681,5681,Net Banking,Paid
5682,5682,Debit Card,Pending
5683,5683,Debit Card,Paid
5684,5684,Credit Card,Paid
5685,5685,Credit Card,Paid
5686,5686,Cash,Paid
5687,5687,UPI,Paid
5688,5688,Cash,Paid
5689,5689,Debit Card,Paid
5690,5690,Net Banking,Paid
5691,5691,Net Banking,Paid
5692,5692,Wallet,Paid
5693,5693,Wallet,Paid
5694,5694,UPI,Paid
5695,5695,Debit Card,Paid
5696,5696,Cash,Paid
5697,5697,Wallet,Paid
5698,5698,Credit Card,Paid
5699,5699,Wallet,Paid
5700,5700,Cash,Paid
5701,5701,Wallet,Paid
5702,5702,UPI,Paid
5703,5703,UPI,Paid
5704,5704,Debit Card,Pending
5705,5705,UPI,Paid
5706,5706,Debit Card,Paid
5707,5707,Net Banking,Pending
5708,5708,UPI,Paid
5709,5709,Debit Card,Paid
5710,5710,Cash,Paid
5711,5711,Debit Card,Paid
5712,5712,Net Banking,Paid
5713,5713,Cash,Paid
5714,5714,UPI,Paid
5715,5715,UPI,Paid
5716,5716,Debit Card,Paid
5717,5717,Cash,Paid
5718,5718,Debit Card,Paid
5719,5719,Credit Card,Paid
5720,5720,Wallet,Paid
5721,5721,Debit Card,Paid
5722,5722,Net Banking,Paid
5723,5723,Cash,Paid
5724,5724,Net Banking,Paid
5725,5725,Wallet,Paid
5726,5726,Credit Card,Paid
5727,5727,Credit Card,Paid
5728,5728,Cash,Pending
5729,5729,Net Banking,Paid
5730,5730,Debit Card,Paid
5731,5731,Net Banking,Paid
5732,5732,Cash,Paid
5733,5733,UPI,Paid
5734,5734,UPI,Paid
5735,5735,UPI,Paid
5736,5736,Net Banking,Paid
5737,5737,Wallet,Pending
5738,5738,Cash,Paid
5739,5739,UPI,Paid
5740,5740,Wallet,Paid
5741,5741,Wallet,Paid
5742,5742,Credit Card,Paid
5743,5743,Wallet,Paid
5744,5744,Cash,Paid
5745,5745,Credit Card,Paid
5746,5746,Credit Card,Paid
5747,5747,Cash,Paid
5748,5748,Credit Card,Paid
5749,5749,UPI,Paid
5750,5750,Credit Card,Paid
5751,5751,Debit Card,Paid
5752,5752,Wallet,Pending
5753,5753,Debit Card,Pending
5754,5754,Cash,Paid
5755,5755,Cash,Paid
5756,5756,Debit Card,Paid
5757,5757,Net Banking,Pending
5758,5758,Net Banking,Paid
5759,5759,Cash,Paid
5760,5760,Wallet,Paid
5761,5761,Credit Card,Paid
5762,5762,Cash,Paid
5763,5763,Debit Card,Paid
5764,5764,Wallet,Paid
5765,5765,Net Banking,Paid
5766,5766,Wallet,Paid
5767,5767,UPI,Pending
5768,5768,Net Banking,Paid
5769,5769,Net Banking,Paid
5770,5770,Debit Card,Paid
5771,5771,Credit Card,Paid
5772,5772,Cash,Paid
5773,5773,Net Banking,Paid
5774,5774,UPI,Paid
5775,5775,Wallet,Paid
5776,5776,Debit Card,Paid
5777,5777,Net Banking,Paid
5778,5778,UPI,Pending
5779,5779,Net Banking,Paid
5780,5780,Credit Card,Paid
5781,5781,Wallet,Paid
5782,5782,Debit Card,Paid
5783,5783,Cash,Paid
5784,5784,Credit Card,Paid
5785,5785,Credit Card,Paid
5786,5786,Debit Card,Paid
5787,5787,Wallet,Paid
5788,5788,Net Banking,Paid
5789,5789,Credit Card,Pending
5790,5790,Debit Card,Paid
5791,5791,Net Banking,Paid
5792,5792,Cash,Paid
5793,5793,Debit Card,Paid
5794,5794,Net Banking,Paid
5795,5795,Cash,Paid
5796,5796,Credit Card,Paid
5797,5797,Credit Card,Paid
5798,5798,Net Banking,Paid
5799,5799,Credit Card,Paid
5800,5800,Credit Card,Paid
5801,5801,Credit Card,Paid
5802,5802,Debit Card,Paid
5803,5803,Credit Card,Paid
5804,5804,UPI,Paid
5805,5805,UPI,Paid
5806,5806,Net Banking,Paid
