order_id,customer_id,store_id,order_date
3294,5760,9,2022-07-08
3295,3719,9,2025-12-09
3296,830,1,2024-12-03
3297,2917,8,2025-10-29
3298,5726,10,2025-10-15
3299,8034,2,2023-11-05
3300,8701,8,2023-12-28
3301,4228,1,2024-02-22
3302,6501,5,2022-07-17
3303,9257,10,2023-11-18
3304,8334,6,2023-04-18
3305,5067,4,2022-11-12
3306,945,2,2024-11-21
3307,7292,8,2022-02-10
3308,4369,6,2024-09-21
3309,1079,5,2025-12-18
3310,8560,1,2022-09-30
3311,8084,10,2022-12-23
3312,3554,7,2023-04-22
3313,1854,3,2023-06-17
3314,3716,10,2022-05-13
3315,3182,9,2024-02-26
3316,5987,2,2022-09-24
3317,5616,3,2023-01-31
3318,4578,4,2024-11-07
3319,7489,5,2023-02-12
3320,9455,2,2022-08-25
3321,9804,6,2023-01-05
3322,8569,3,2022-05-30
3323,2669,1,2024-01-24
3324,9610,3,2023-10-24
3325,6916,10,2022-12-01
3326,9224,4,2024-07-16
3327,9941,6,2025-08-10
3328,63,5,2025-07-06
3329,8007,3,2025-12-16
3330,4720,3,2022-09-07
3331,407,1,2024-01-28
3332,4081,4,2023-11-02
3333,4354,7,2025-05-02
3334,4840,4,2025-07-22
3335,5375,7,2022-01-05
3336,8835,7,2025-09-21
3337,2629,1,2023-05-09
3338,6341,10,2024-02-12
3339,4261,1,2023-08-02
3340,4097,10,2023-02-22
3341,1532,10,2023-12-11
3342,6047,9,2025-08-17
3343,711,3,2022-08-15
3344,4257,1,2024-01-13
3345,6133,5,2023-10-06
3346,3512,6,2025-05-31
3347,9620,3,2024-09-13
3348,370,8,2023-01-20
3349,5093,7,2024-09-23
3350,2059,9,2022-08-15
3351,9562,6,2024-07-15
3352,2756,6,2023-10-12
3353,8037,6,2022-07-08
3354,8060,9,2023-06-30
3355,2440,7,2022-01-30
3356,3043,6,2024-09-03
3357,996,3,2024-03-22
3358,9047,2,2023-09-26
3359,2997,1,2024-11-11
3360,3947,4,2025-11-03
3361,9736,4,2025-06-23
3362,7086,8,2024-12-29
3363,3797,8,2025-10-03
3364,104,7,2023-06-28
3365,2000,7,2023-10-04
3366,2935,6,2025-09-24
3367,8256,3,2023-03-12
3368,5715,2,2023-07-09
3369,8719,9,2022-08-07
3370,608,5,2022-02-19
3371,3904,10,2022-07-17
3372,5069,2,2023-10-22
3373,2702,7,2025-03-27
3374,5242,2,2024-05-21
3375,3728,1,2022-06-02
3376,1650,5,2022-06-04
3377,7237,8,2025-06-11
3378,951,7,2025-04-29
3379,4012,7,2025-01-08
3380,5766,7,2024-08-10
3381,2256,2,2024-05-30
3382,3897,5,2023-04-01
3383,2539,6,2022-08-14
3384,6476,8,2024-02-19
3385,8580,2,2023-02-24
3386,6699,7,2022-04-24
3387,36,2,2022-01-30
3388,1722,7,2022-10-18
3389,3991,7,2024-09-09
3390,4708,1,2022-04-20
3391,3971,9,2022-07-04
3392,8600,5,2022-08-08
3393,5818,3,2023-08-12
3394,3944,2,2022-05-09
3395,5985,7,2024-11-03
3396,9973,10,2025-02-23
3397,8868,5,2023-05-08
3398,1462,7,2025-12-23
3399,3985,6,2024-02-13
3400,9706,9,2022-03-15
3401,1430,7,2022-06-27
3402,7179,10,2022-12-17
3403,1909,2,2024-01-13
3404,7016,3,2025-12-22
3405,6602,6,2025-04-08
3406,8263,2,2022-04-30
3407,1485,7,2024-09-15
3408,2550,1,2023-02-25
3409,5626,10,2023-06-24
3410,9272,8,2025-06-22
3411,9207,7,2023-12-20
3412,2006,6,2022-09-05
3413,4515,3,2024-02-29
3414,9215,3,2024-06-19
3415,7585,10,2025-08-23
3416,3839,2,2024-10-08
3417,9055,8,2023-02-10
3418,3053,4,2024-03-06
3419,7854,10,2022-11-05
3420,155,3,2025-10-22
3421,5924,1,2023-03-20
3422,891,10,2025-10-28
3423,2052,8,2024-03-06
3424,1871,10,2023-08-05
3425,3731,3,2023-05-19
3426,8736,6,2023-11-23
3427,9633,9,2023-07-21
3428,5652,7,2024-08-13
3429,5623,7,2024-01-22
3430,6109,4,2025-11-13
3431,3176,7,2024-02-18
3432,6805,6,2024-12-05
3433,7157,10,2022-10-15
3434,4237,10,2023-09-27
3435,8142,2,2025-02-18
3436,5448,9,2024-11-11
3437,7430,4,2022-04-15
3438,1240,2,2024-06-12
3439,3686,10,2025-06-13
3440,2821,5,2024-01-18
3441,629,3,2022-11-04
3442,1565,3,2023-04-15
3443,4036,2,2023-10-07
3444,6606,4,2025-03-07
3445,9286,1,2022-09-30
3446,9353,5,2022-01-01
3447,7810,9,2022-07-25
3448,4482,6,2025-10-22
3449,2192,5,2023-04-19
3450,8038,1,2023-06-05
3451,7153,1,2025-09-12
3452,494,5,2025-06-30
3453,9913,2,2024-09-08
3454,8718,6,2022-02-23
3455,5095,3,2025-11-10
3456,275,4,2022-04-06
3457,6203,9,2022-11-24
3458,5829,2,2023-02-11
3459,7474,7,2022-01-24
3460,3371,7,2023-04-24
3461,7724,10,2024-03-09
3462,7359,7,2023-09-24
3463,780,6,2024-01-01
3464,9953,6,2023-08-17
3465,2510,3,2023-12-04
3466,3999,6,2022-12-04
3467,6890,5,2025-08-05
3468,3720,6,2024-01-13
3469,4463,10,2025-07-04
3470,7423,9,2025-09-18
3471,6766,1,2023-09-05
3472,5206,5,2023-12-01
3473,3347,1,2024-03-18
3474,8900,4,2023-11-27
3475,4562,10,2023-05-08
3476,4036,9,2025-04-06
3477,3436,9,2023-09-02
3478,5230,5,2023-03-24
3479,9060,7,2023-08-03
3480,5000,5,2023-03-06
3481,3073,9,2023-08-09
3482,7987,5,2024-11-26
3483,5927,4,2025-10-10
3484,7137,10,2022-02-08
3485,7211,5,2024-01-02
3486,5906,2,2024-05-23
3487,9014,1,2023-05-29
3488,6880,8,2024-01-26
3489,3926,9,2024-07-30
3490,4230,3,2025-04-26
3491,1114,3,2025-05-14
3492,3171,2,2022-01-18
3493,9398,1,2024-02-17
3494,2796,10,2025-01-15
3495,1682,3,2022-02-07
3496,5265,6,2023-05-08
3497,4758,9,2024-08-24
3498,8028,2,2025-10-28
3499,5283,3,2022-11-14
3500,7282,9,2024-10-20
3501,503,6,2024-11-29
3502,9403,4,2023-12-18
3503,2234,6,2024-11-14
3504,5324,1,2024-11-22
3505,2628,7,2023-03-23
3506,241,4,2025-10-25
3507,2612,9,2024-04-27
3508,4905,3,2024-01-24
3509,4539,7,2023-02-24
3510,7486,8,2022-02-01
3511,536,8,2022-09-07
3512,7906,7,2023-10-24
3513,3840,5,2023-02-09
3514,4247,5,2022-02-10
3515,9434,10,2024-01-26
3516,615,2,2024-03-20
3517,7187,10,2023-02-02
3518,4207,10,2025-01-03
3519,9106,8,2022-10-13
3520,2637,8,2024-11-16
3521,6998,8,2022-08-29
3522,3864,6,2024-06-25
3523,5198,4,2023-12-20
3524,9157,9,2025-02-06
3525,8552,10,2022-07-23
3526,1178,4,2024-01-27
3527,8798,8,2022-09-19
3528,5669,10,2022-11-24
3529,1248,6,2022-05-21
3530,1076,8,2023-04-04
3531,2421,3,2022-09-18
3532,730,9,2023-03-18
3533,6388,5,2025-10-04
3534,7043,3,2024-11-29
3535,9019,1,2023-06-30
3536,3317,7,2025-09-02
3537,8101,7,2025-03-22
3538,172,2,2025-10-13
3539,4552,8,2024-10-27
3540,9944,5,2025-08-19
3541,9736,5,2025-09-13
3542,1332,1,2022-05-28
3543,9635,7,2022-10-02
3544,4305,1,2025-11-13
3545,6075,9,2024-12-03
3546,705,8,2025-04-05
3547,152,5,2022-11-17
3548,2813,2,2023-01-26
3549,6143,8,2022-03-08
3550,5887,2,2024-10-20
3551,3926,3,2025-01-02
3552,9026,2,2023-07-30
3553,8535,8,2023-06-30
3554,333,7,2025-08-01
3555,1441,5,2022-02-01
3556,3610,7,2022-03-09
3557,447,6,2024-09-11
3558,1592,2,2023-06-09
3559,824,1,2022-01-01
3560,9171,1,2022-01-19
3561,158,9,2022-10-29
3562,5964,10,2022-03-27
3563,5692,3,2023-12-26
3564,3377,8,2024-07-14
3565,1382,2,2023-02-17
3566,4327,5,2025-08-02
3567,839,1,2022-12-26
3568,9671,2,2025-08-07
3569,6946,8,2023-11-01
3570,2797,9,2022-07-03
3571,6622,9,2022-05-05
3572,7231,1,2023-07-06
3573,5707,3,2025-10-30
3574,7688,1,2025-07-08
3575,274,10,2023-04-13
3576,4716,7,2022-04-27
3577,1886,6,2025-02-25
3578,2424,9,2022-05-08
3579,1883,8,2024-11-28
3580,4311,10,2023-06-29
3581,41,2,2024-12-18
3582,8166,10,2023-04-22
3583,5994,9,2024-11-13
3584,6777,3,2024-04-09
3585,8475,7,2023-04-09
3586,99,3,2025-10-18
3587,1850,4,2024-09-22
3588,4789,2,2022-01-30
3589,6353,2,2022-05-25
3590,1752,9,2023-03-05
3591,82,5,2022-03-08
3592,4198,5,2022-05-16
3593,8483,7,2023-06-29
3594,3782,2,2023-11-23
3595,9927,7,2022-07-04
3596,1327,1,2023-05-14
3597,6950,2,2023-09-04
3598,4732,4,2022-07-23
3599,8025,4,2023-12-06
3600,2953,1,2023-03-29
3601,5902,9,2022-03-10
3602,4551,7,2025-11-08
3603,796,10,2025-03-12
3604,2458,6,2023-07-05
3605,7315,7,2022-12-19
3606,9294,7,2025-02-12
3607,5189,7,2025-08-10
3608,2613,10,2025-06-27
3609,1284,1,2023-06-07
3610,8573,4,2023-11-09
3611,7271,10,2025-03-10
3612,1064,8,2023-06-25
3613,762,10,2025-08-06
3614,9722,7,2025-12-25
3615,1277,5,2024-05-23
3616,4591,10,2023-05-06
3617,6259,7,2024-03-17
3618,4043,3,2025-08-17
3619,6134,1,2022-02-09
3620,1024,5,2022-03-19
3621,35,2,2025-08-07
3622,3541,10,2025-05-18
3623,9182,7,2024-11-11
3624,2921,10,2024-07-01
3625,8665,10,2023-01-06
3626,5578,5,2025-10-07
3627,9441,3,2025-08-27
3628,4011,5,2024-02-22
3629,8292,6,2025-12-16
3630,6911,5,2025-02-13
3631,9661,4,2022-02-24
3632,5295,10,2022-07-14
3633,3973,5,2022-01-18
3634,9718,7,2024-10-16
3635,9024,6,2025-11-04
3636,9437,10,2025-12-09
3637,8981,3,2023-07-03
3638,3965,2,2023-03-05
3639,366,8,2022-09-12
3640,4454,3,2023-06-27
3641,5526,8,2024-06-12
3642,7695,5,2023-09-27
3643,1053,6,2025-11-19
3644,2143,4,2023-11-16
3645,4086,9,2025-02-23
3646,7115,3,2025-10-27
3647,5041,9,2022-12-10
3648,7930,10,2023-01-18
3649,2238,8,2024-04-08
3650,5676,5,2022-01-13
3651,9196,9,2024-03-23
3652,6953,10,2022-05-06
3653,7974,5,2022-08-03
3654,9113,4,2023-10-07
3655,1506,2,2025-02-14
3656,5891,8,2024-02-05
3657,7911,10,2025-01-01
3658,6592,2,2025-06-24
3659,203,2,2023-05-31
3660,1211,9,2023-02-11
3661,83,10,2023-10-23
3662,898,4,2024-03-07
3663,6961,10,2024-03-18
3664,7346,3,2024-07-14
3665,4558,5,2025-04-07
3666,1428,2,2024-10-28
3667,3831,9,2022-02-13
3668,9180,9,2024-09-01
3669,7504,8,2023-01-16
3670,6421,9,2024-06-08
3671,7040,8,2023-08-05
3672,2499,4,2025-02-05
3673,4699,1,2025-08-26
3674,6488,4,2023-03-17
3675,6506,2,2022-10-30
3676,3806,8,2025-08-05
3677,226,3,2025-03-01
3678,1794,10,2023-05-06
3679,9189,9,2025-03-05
3680,6653,3,2024-05-17
3681,3068,3,2025-06-10
3682,5413,6,2022-12-18
3683,8267,8,2023-12-07
3684,7461,8,2024-12-12
3685,8067,7,2022-12-10
3686,7884,2,2025-02-18
3687,4048,4,2022-07-23
3688,7661,5,2023-02-05
3689,9758,6,2024-08-18
3690,8559,6,2024-07-25
3691,9069,9,2022-06-18
3692,5489,9,2022-08-08
3693,1605,1,2023-09-23
3694,3635,1,2023-05-28
3695,1131,6,2025-11-28
3696,1666,5,2025-12-05
3697,8340,7,2023-03-26
3698,40,4,2022-08-26
3699,7507,2,2022-11-20
3700,1991,4,2022-01-06
3701,4087,8,2024-04-07
3702,2327,8,2024-10-25
3703,6659,1,2022-01-23
3704,3871,1,2024-07-01
3705,6008,10,2023-04-23
3706,8207,2,2023-01-12
3707,317,6,2025-09-12
3708,2240,6,2022-06-13
3709,6011,3,2022-08-02
3710,7351,3,2022-08-21
3711,3310,8,2023-07-01
3712,4463,6,2024-01-26
3713,8415,5,2025-12-05
3714,4221,1,2023-04-13
3715,5503,8,2024-02-04
3716,8744,4,2024-11-20
3717,1545,1,2023-06-25
3718,7773,1,2025-06-19
3719,4275,7,2024-05-04
3720,3394,5,2025-05-03
3721,6801,6,2025-09-18
3722,8266,9,2023-03-19
3723,2115,2,2022-01-26
3724,6107,10,2025-08-09
3725,6302,10,2025-07-02
3726,1235,1,2022-01-27
3727,5981,9,2025-11-21
3728,7417,6,2024-09-21
3729,7602,6,2025-12-11
3730,9430,3,2022-08-24
3731,7210,1,2023-04-16
3732,5366,8,2023-07-28
3733,1047,4,2023-12-11
3734,8216,10,2025-11-26
3735,7200,10,2023-01-23
3736,8305,7,2022-08-16
3737,225,6,2023-02-01
3738,102,5,2023-01-01
3739,3161,8,2023-11-05
3740,3811,6,2023-07-07
3741,6455,2,2025-12-02
3742,6105,5,2023-11-25
3743,6958,3,2023-04-17
3744,9012,6,2025-04-15
3745,2981,5,2023-10-14
3746,7673,2,2025-02-21
3747,5106,1,2023-09-12
3748,7002,4,2023-08-18
3749,2340,2,2023-07-29
3750,8645,7,2023-03-03
3751,9816,1,2024-01-17
3752,1112,5,2024-06-28
3753,1132,3,2024-10-26
3754,187,9,2023-05-21
3755,9034,3,2024-06-04
3756,8095,7,2024-07-14
3757,7334,4,2024-11-03
3758,4080,1,2024-04-04
3759,4029,2,2024-06-08
3760,8470,3,2022-03-12
3761,3895,4,2024-04-06
3762,921,6,2025-06-04
3763,1354,4,2022-09-10
3764,9880,6,2024-01-04
3765,1040,4,2022-11-29
3766,6131,10,2022-09-29
3767,6795,3,2024-06-03
3768,7351,9,2022-06-26
3769,3474,4,2022-08-01
3770,6286,7,2024-06-14
3771,995,4,2022-04-01
3772,5395,9,2023-09-20
3773,2064,5,2025-08-22
3774,2651,8,2024-11-19
3775,7984,1,2024-11-30
3776,5735,5,2023-10-16
3777,9264,4,2023-08-10
3778,1244,5,2022-11-07
3779,3116,10,2022-08-03
3780,1299,4,2023-10-22
3781,6628,7,2023-12-10
3782,5839,3,2022-09-27
3783,9786,3,2025-01-28
3784,6116,7,2022-01-15
3785,5749,9,2022-12-11
3786,69,5,2024-01-30
3787,376,5,2025-12-14
3788,4393,4,2024-09-01
3789,9942,5,2023-04-08
3790,8526,10,2024-10-27
3791,5680,1,2023-11-27
3792,4762,4,2025-05-14
3793,2009,5,2022-11-03
3794,5799,1,2025-06-20
3795,2408,7,2024-05-03
3796,5516,6,2024-12-13
3797,8772,9,2025-04-15
3798,5280,3,2024-11-26
3799,3391,1,2022-11-20
3800,5644,3,2023-06-01
3801,9867,8,2024-07-28
3802,579,6,2025-05-28
3803,4615,2,2022-01-25
3804,8184,6,2024-07-20
3805,7099,5,2025-10-19
3806,263,4,2022-01-14
3807,4664,6,2025-07-31
3808,2748,6,2024-05-22
3809,8753,8,2024-03-22
3810,8949,10,2024-07-21
3811,3791,2,2023-02-16
3812,3138,4,2024-02-13
3813,9008,5,2023-11-10
3814,7519,6,2024-05-13
3815,1506,10,2023-11-06
3816,7790,3,2024-05-17
3817,4541,3,2022-04-07
3818,5919,7,2022-05-31
3819,9710,4,2022-08-29
3820,4029,8,2022-03-23
3821,2703,5,2022-12-25
3822,1655,2,2025-09-03
3823,4573,6,2024-07-18
3824,7623,7,2024-05-16
3825,9065,8,2025-02-20
3826,1818,4,2022-04-29
3827,4994,4,2024-11-14
3828,6220,10,2022-04-15
3829,1116,8,2023-08-07
3830,8632,7,2025-01-19
3831,2730,10,2022-08-04
3832,1053,5,2025-03-24
3833,454,8,2023-01-20
3834,4614,4,2024-10-23
3835,7459,10,2025-04-05
3836,9198,7,2024-02-03
3837,2575,8,2022-07-01
3838,4518,3,2024-02-25
3839,2831,1,2025-09-20
3840,3001,2,2022-05-11
3841,6306,3,2022-04-10
3842,6371,4,2025-06-23
3843,1253,2,2022-04-04
3844,6299,2,2024-02-28
3845,8168,1,2023-08-21
3846,6396,8,2023-04-13
3847,2098,1,2022-10-26
3848,202,8,2023-05-03
3849,157,8,2024-02-15
3850,4132,10,2024-12-17
3851,57,10,2022-06-30
3852,1211,3,2023-02-27
3853,4883,3,2023-03-03
3854,8016,8,2025-03-20
3855,1503,3,2025-01-03
3856,2357,1,2022-03-25
3857,620,3,2022-02-16
3858,5885,9,2022-08-10
3859,836,9,2023-11-19
3860,3844,2,2024-04-14
3861,946,10,2022-05-22
3862,1820,6,2022-08-31
3863,319,8,2025-04-26
3864,2296,8,2022-03-01
3865,7395,7,2024-10-19
3866,8274,8,2022-06-04
3867,5117,6,2025-02-04
3868,99,6,2024-08-29
3869,6024,9,2023-12-01
3870,750,10,2023-04-26
3871,5688,3,2023-09-06
3872,8445,9,2022-03-25
3873,3122,4,2024-11-29
3874,2867,5,2024-11-20
3875,6377,1,2023-01-01
3876,6068,8,2024-03-06
3877,2777,4,2024-07-21
3878,8665,9,2022-08-26
3879,7632,10,2024-01-12
3880,9508,4,2022-07-06
3881,4477,7,2022-07-09
3882,4230,2,2024-08-11
3883,8090,2,2023-02-11
3884,2701,3,2022-10-19
3885,209,6,2024-01-05
3886,1728,5,2022-01-12
3887,1143,4,2022-09-10
3888,4693,4,2024-07-16
3889,2678,10,2022-11-30
3890,9383,7,2023-02-06
3891,7390,7,2023-06-15
3892,605,5,2022-08-18
3893,4024,3,2022-09-02
3894,2559,5,2022-07-15
3895,9706,4,2025-07-06
3896,5015,9,2025-09-06
3897,3667,2,2022-02-06
3898,3052,3,2022-04-06
3899,4621,3,2025-09-24
3900,5379,3,2022-12-28
3901,8505,6,2025-10-02
3902,1336,5,2023-07-29
3903,8864,5,2022-07-24
3904,8217,5,2022-08-03
3905,4853,1,2024-07-22
3906,5847,1,2022-09-13
3907,9141,2,2025-05-13
3908,9235,9,2022-01-22
3909,8584,8,2022-09-20
3910,9438,5,2023-12-26
3911,9854,2,2022-04-05
3912,5194,7,2024-04-16
3913,3729,10,2024-08-06
3914,7489,3,2024-08-31
3915,4440,8,2022-01-30
3916,3431,4,2025-12-29
3917,2404,4,2023-06-30
3918,4689,4,2022-01-15
3919,7155,8,2023-12-13
3920,4237,8,2022-08-19
3921,2457,2,2022-02-22
3922,8998,6,2024-08-24
3923,5553,8,2024-08-10
3924,3151,4,2024-11-09
3925,7270,7,2024-06-01
3926,5447,5,2025-08-26
3927,3500,7,2025-05-22
3928,417,9,2024-09-08
3929,328,7,2023-11-23
3930,4279,7,2025-02-11
3931,929,3,2022-10-11
3932,369,3,2023-03-25
3933,7836,1,2025-05-11
3934,8898,9,2023-12-09
3935,5802,1,2022-06-14
3936,7318,9,2025-12-04
3937,2443,1,2022-10-11
3938,1876,3,2025-11-19
3939,1686,9,2025-10-16
3940,4339,7,2024-11-05
3941,5465,8,2024-07-21
3942,1122,1,2024-04-02
3943,5656,7,2022-12-12
3944,5350,10,2023-11-19
3945,9233,10,2023-09-03
3946,7334,8,2022-10-10
3947,5274,9,2023-08-28
3948,8871,7,2025-10-04
3949,9209,1,2023-12-24
3950,5051,9,2025-02-19
3951,9794,2,2025-06-14
3952,8661,7,2022-07-27
3953,2649,10,2022-03-08
3954,8215,6,2022-07-10
3955,7681,10,2025-05-24
3956,4843,9,2024-01-02
3957,4196,8,2023-04-07
3958,7358,1,2025-01-07
3959,5571,3,2023-04-03
3960,7851,7,2022-07-07
3961,4634,10,2023-03-14
3962,3891,8,2022-04-09
3963,7629,3,2025-03-06
3964,390,1,2023-03-27
3965,2285,2,2022-03-14
3966,4624,8,2024-01-24
3967,8162,9,2023-04-30
3968,6473,8,2023-02-23
3969,307,2,2024-06-23
3970,9870,1,2025-01-24
3971,5607,10,2024-02-12
3972,7722,4,2025-07-01
3973,4132,4,2024-09-15
3974,4446,7,2023-07-27
3975,1167,5,2024-04-18
3976,2430,9,2025-10-31
3977,2495,2,2025-05-28
3978,4211,10,2022-04-26
3979,7911,3,2023-11-30
3980,5202,2,2022-04-09
3981,6379,7,2023-09-29
3982,2807,5,2022-09-11
3983,7478,1,2024-04-18
3984,5290,10,2023-10-23
3985,1525,10,2024-11-25
3986,9754,6,2022-11-11
3987,8269,8,2025-10-02
3988,2277,10,2025-11-08
3989,2338,8,2025-12-15
3990,9652,4,2022-10-06
3991,5681,8,2022-12-29
3992,3374,10,2022-04-02
3993,7779,2,2025-12-03
3994,3144,7,2024-05-21
3995,4465,8,2024-07-11
3996,9655,4,2022-01-25
3997,9315,6,2022-12-13
3998,8823,8,2025-04-17
3999,5711,2,2024-02-06
4000,4483,4,2025-05-31
4001,2566,2,2023-05-23
4002,8945,1,2024-01-21
4003,759,3,2023-09-06
4004,9073,4,2022-07-26
4005,9811,4,2024-03-11
4006,8892,3,2023-11-25
4007,6286,3,2023-08-04
4008,8650,7,2025-09-02
4009,8625,10,2023-05-30
4010,1794,7,2022-02-22
4011,874,4,2022-03-30
4012,142,3,2022-07-18
4013,1089,5,2024-02-01
4014,2001,5,2025-12-01
4015,8896,6,2022-06-08
4016,9726,2,2025-08-28
4017,2061,9,2023-05-20
4018,9820,5,2023-04-21
4019,4463,8,2025-12-11
4020,5676,10,2022-02-22
4021,4116,3,2022-02-24
4022,4232,9,2025-05-05
4023,1690,9,2023-06-18
4024,2447,8,2024-08-31
4025,5017,10,2023-04-22
4026,7213,2,2024-11-11
4027,1624,4,2023-02-09
4028,9070,8,2023-04-26
4029,7667,8,2023-04-15
4030,8400,6,2025-06-18
4031,8599,8,2024-02-17
4032,7220,4,2022-05-18
4033,5820,1,2024-12-28
4034,1786,4,2022-08-01
4035,114,2,2023-10-02
4036,3092,3,2022-08-10
4037,8791,9,2024-01-16
4038,6463,4,2023-08-18
4039,9473,5,2022-10-10
4040,1146,1,2025-03-27
4041,1826,3,2025-04-03
4042,4449,1,2023-04-04
4043,1092,8,2022-01-17
4044,4043,7,2022-12-31
4045,1954,10,2025-02-07
4046,5886,9,2022-11-03
4047,7479,10,2024-05-17
4048,1795,8,2022-01-26
4049,6940,9,2022-06-22
4050,6476,3,2023-05-22
4051,9687,9,2022-10-07
4052,275,7,2025-05-16
4053,5032,5,2025-06-08
4054,1672,7,2024-11-03
4055,5121,1,2022-04-30
4056,5016,7,2022-02-06
4057,2432,10,2025-05-16
4058,4442,8,2022-06-10
4059,5145,10,2025-08-16
4060,7032,1,2025-06-21
4061,5840,5,2023-12-29
4062,2607,1,2022-12-27
4063,7032,2,2024-09-25
4064,373,1,2024-05-25
4065,9688,3,2023-03-26
4066,7535,7,2025-11-17
4067,8206,7,2024-10-09
4068,9075,7,2022-08-10
4069,7713,5,2022-10-21
4070,7088,6,2023-08-11
4071,8111,9,2025-05-06
4072,2840,1,2025-12-28
4073,863,9,2024-04-08
4074,5691,5,2024-12-24
4075,9143,4,2023-12-19
4076,7069,6,2025-08-25
4077,9489,4,2025-01-31
4078,2943,3,2022-01-29
4079,9350,5,2022-08-06
4080,4697,3,2023-03-06
4081,2285,1,2023-05-13
4082,2456,2,2022-11-09
4083,9470,6,2022-02-04
4084,2886,9,2024-09-28
4085,1379,4,2024-02-03
4086,1589,6,2024-07-11
4087,6190,7,2025-04-25
4088,9658,8,2025-12-01
4089,4027,3,2025-07-15
4090,4441,7,2022-03-03
4091,7984,10,2025-09-21
4092,390,8,2022-10-14
4093,8836,5,2023-01-31
4094,6495,2,2022-04-20
4095,7264,3,2025-04-14
4096,2929,5,2022-08-14
4097,5074,10,2025-09-24
4098,4623,10,2025-08-16
4099,729,8,2023-11-24
4100,6559,7,2023-09-25
4101,3642,8,2024-06-07
4102,93,8,2024-08-27
4103,8157,3,2025-11-01
4104,164,3,2022-08-17
4105,5550,6,2023-02-10
4106,4324,3,2025-10-14
4107,663,5,2024-05-25
4108,8665,7,2022-06-02
4109,4771,9,2025-05-10
4110,5776,5,2022-02-22
4111,8229,9,2023-10-28
4112,9639,2,2024-12-24
4113,6412,1,2022-08-28
4114,4872,10,2022-02-18
4115,5618,6,2025-07-24
4116,251,4,2025-03-13
4117,9701,10,2024-08-11
4118,5919,7,2023-06-22
4119,1311,10,2023-03-02
4120,460,6,2023-11-10
4121,336,8,2022-03-18
4122,6181,1,2023-08-27
4123,2360,10,2022-12-07
4124,4773,2,2024-06-29
4125,1267,9,2024-03-12
4126,1444,4,2022-03-13
4127,6494,2,2022-03-10
4128,3424,10,2024-12-01
4129,71,10,2023-01-22
4130,609,4,2024-06-05
4131,3964,6,2022-12-02
4132,8014,7,2023-11-25
4133,5182,5,2023-11-28
4134,8218,2,2025-08-27
4135,9917,1,2025-05-04
4136,1347,5,2022-06-16
4137,6106,9,2023-12-18
4138,9525,3,2025-08-09
4139,6458,10,2025-08-24
4140,3909,8,2023-03-01
4141,1950,6,2025-03-01
4142,2053,6,2023-05-06
4143,8354,4,2025-01-30
4144,7294,3,2023-03-08
4145,3475,3,2025-08-01
4146,227,10,2024-01-17
4147,2436,8,2023-01-08
4148,6247,1,2024-07-11
4149,8295,2,2022-01-08
4150,8901,7,2023-01-21
4151,5287,3,2024-04-10
4152,3331,1,2024-10-05
4153,5673,5,2024-08-01
4154,5217,3,2022-12-27
4155,1956,7,2024-03-13
4156,4485,1,2025-06-26
4157,2911,6,2024-04-22
4158,3920,5,2023-08-31
4159,1592,6,2023-09-16
4160,3841,10,2022-08-01
4161,2131,4,2024-07-01
4162,8048,1,2024-10-22
4163,6139,3,2022-08-17
4164,8576,4,2022-01-31
4165,4020,1,2023-09-15
4166,2586,2,2023-09-02
4167,4258,7,2024-10-28
4168,2367,10,2023-02-28
4169,1327,7,2025-08-28
4170,2419,3,2023-03-12
4171,707,3,2025-05-02
4172,2362,1,2025-05-29
4173,2236,5,2022-12-09
4174,6592,8,2023-12-17
4175,7606,7,2024-08-17
4176,8320,3,2024-03-22
4177,5881,8,2024-09-25
4178,4383,3,2025-01-22
4179,5815,1,2024-05-22
4180,1001,9,2022-07-09
4181,678,5,2023-12-17
4182,8930,3,2023-12-06
4183,3304,4,2023-01-29
4184,6077,9,2025-06-15
4185,1102,8,2022-11-02
4186,2784,5,2025-01-29
4187,4978,8,2023-02-09
4188,2169,4,2022-04-24
4189,9866,5,2025-11-28
4190,4081,5,2024-12-25
4191,9552,3,2023-07-03
4192,3681,5,2023-08-26
4193,2636,8,2022-09-02
4194,1621,10,2023-09-03
4195,9695,1,2024-07-07
4196,7829,7,2023-12-01
4197,4412,8,2023-06-25
4198,1486,9,2022-05-02
4199,1290,7,2025-06-06
4200,1710,5,2025-09-29
4201,5597,9,2024-01-09
4202,3168,10,2025-02-09
4203,7443,5,2024-02-18
4204,9348,4,2022-04-09
4205,4624,10,2022-05-11
4206,7055,6,2023-01-12
4207,3113,3,2023-11-04
4208,7633,2,2022-10-11
4209,3604,2,2022-04-01
4210,7062,6,2023-10-30
4211,3814,5,2023-12-22
4212,4288,5,2025-05-20
4213,4278,2,2024-09-14
4214,2333,10,2022-02-05
4215,1373,4,2023-06-04
4216,8107,6,2024-06-14
4217,808,6,2023-01-20
4218,3616,9,2022-11-19
4219,6688,6,2025-06-27
4220,5075,3,2023-03-24
4221,8260,5,2022-03-28
4222,5013,3,2025-07-16
4223,8021,8,2025-04-02
4224,8928,6,2025-05-29
4225,4439,9,2025-06-04
4226,4716,3,2025-09-28
4227,2878,5,2024-11-12
4228,186,7,2022-06-25
4229,5335,10,2024-03-05
4230,6046,6,2025-06-19
4231,4415,6,2025-03-13
