return_id,order_item_id,return_reason,return_date
768,58373,Defective,2025-01-01
769,92357,Defective,2025-01-01
770,83975,Damaged,2025-01-01
771,25975,Wrong Product,2025-01-01
772,14186,Wrong Product,2025-01-01
773,99749,Wrong Product,2025-01-01
774,41760,Damaged,2025-01-01
775,91424,Damaged,2025-01-01
776,53149,Damaged,2025-01-01
777,85541,Damaged,2025-01-01
778,6233,No Longer Needed,2025-01-01
779,33848,Late Delivery,2025-01-01
780,85130,Damaged,2025-01-01
781,77143,Damaged,2025-01-01
782,82088,No Longer Needed,2025-01-01
783,37593,Wrong Product,2025-01-01
784,86034,Wrong Product,2025-01-01
785,17841,No Longer Needed,2025-01-01
786,89196,Damaged,2025-01-01
787,58022,No Longer Needed,2025-01-01
788,33392,Wrong Product,2025-01-01
789,43069,Damaged,2025-01-01
790,72539,Defective,2025-01-01
791,12054,Damaged,2025-01-01
792,8589,Late Delivery,2025-01-01
793,88902,Wrong Product,2025-01-01
794,94475,Damaged,2025-01-01
795,77039,Wrong Product,2025-01-01
796,85471,Wrong Product,2025-01-01
797,71057,Damaged,2025-01-01
798,24038,Defective,2025-01-01
799,47345,Late Delivery,2025-01-01
800,62195,No Longer Needed,2025-01-01
801,65700,Wrong Product,2025-01-01
802,25828,Damaged,2025-01-01
803,41884,No Longer Needed,2025-01-01
804,59463,Wrong Product,2025-01-01
805,50467,Defective,2025-01-01
806,59933,Damaged,2025-01-01
807,35338,Damaged,2025-01-01
808,85585,No Longer Needed,2025-01-01
809,62718,Wrong Product,2025-01-01
810,34234,Defective,2025-01-01
811,68429,No Longer Needed,2025-01-01
812,89101,Late Delivery,2025-01-01
813,19165,Defective,2025-01-01
814,3223,Defective,2025-01-01
815,60865,Wrong Product,2025-01-01
816,72029,Late Delivery,2025-01-01
817,7384,Defective,2025-01-01
818,76376,Damaged,2025-01-01
819,79467,Defective,2025-01-01
820,2361,Damaged,2025-01-01
821,25324,Late Delivery,2025-01-01
822,57553,Damaged,2025-01-01
823,73794,Defective,2025-01-01
824,39661,No Longer Needed,2025-01-01
825,8777,Damaged,2025-01-01
826,2798,No Longer Needed,2025-01-01
827,67477,No Longer Needed,2025-01-01
828,94570,Wrong Product,2025-01-01
829,42776,Defective,2025-01-01
830,30555,Wrong Product,2025-01-01
831,95001,Defective,2025-01-01
832,40293,Defective,2025-01-01
833,7116,Defective,2025-01-01
834,16161,Late Delivery,2025-01-01
835,11048,No Longer Needed,2025-01-01
836,52296,Wrong Product,2025-01-01
837,34883,No Longer Needed,2025-01-01
838,6397,No Longer Needed,2025-01-01
839,62513,Late Delivery,2025-01-01
840,87978,Wrong Product,2025-01-01
841,8602,Damaged,2025-01-01
842,91373,Damaged,2025-01-01
843,39328,Late Delivery,2025-01-01
844,69380,No Longer Needed,2025-01-01
845,97904,Damaged,2025-01-01
846,49300,Damaged,2025-01-01
847,25663,Damaged,2025-01-01
848,6063,Late Delivery,2025-01-01
849,22849,Late Delivery,2025-01-01
850,44420,Defective,2025-01-01
851,90746,Wrong Product,2025-01-01
852,28468,Late Delivery,2025-01-01
853,40238,Late Delivery,2025-01-01
854,28212,Late Delivery,2025-01-01
855,1863,Damaged,2025-01-01
856,55750,Late Delivery,2025-01-01
857,81457,No Longer Needed,2025-01-01
858,39898,Late Delivery,2025-01-01
859,12960,Defective,2025-01-01
860,75512,Defective,2025-01-01
861,22380,No Longer Needed,2025-01-01
862,53013,Damaged,2025-01-01
863,11833,No Longer Needed,2025-01-01
864,30063,Defective,2025-01-01
865,13558,Late Delivery,2025-01-01
866,52284,Defective,2025-01-01
867,44469,No Longer Needed,2025-01-01
868,68336,No Longer Needed,2025-01-01
869,25692,No Longer Needed,2025-01-01
870,27412,Wrong Product,2025-01-01
871,27292,Late Delivery,2025-01-01
872,40108,Late Delivery,2025-01-01
873,66874,Late Delivery,2025-01-01
874,5041,Late Delivery,2025-01-01
875,97304,No Longer Needed,2025-01-01
876,2169,No Longer Needed,2025-01-01
877,19627,Wrong Product,2025-01-01
878,10640,Defective,2025-01-01
879,97193,Late Delivery,2025-01-01
880,92144,Damaged,2025-01-01
881,92487,Damaged,2025-01-01
882,87038,Late Delivery,2025-01-01
883,20306,Damaged,2025-01-01
884,87523,Late Delivery,2025-01-01
885,42973,No Longer Needed,2025-01-01
886,2484,Defective,2025-01-01
887,90226,Defective,2025-01-01
888,23515,No Longer Needed,2025-01-01
889,58754,Defective,2025-01-01
890,24007,Damaged,2025-01-01
891,72082,Wrong Product,2025-01-01
892,51584,Damaged,2025-01-01
893,89999,Damaged,2025-01-01
894,34736,Wrong Product,2025-01-01
895,37859,Late Delivery,2025-01-01
896,40856,Defective,2025-01-01
897,79908,Late Delivery,2025-01-01
898,39970,No Longer Needed,2025-01-01
899,28098,Wrong Product,2025-01-01
900,68177,Damaged,2025-01-01
901,91972,Wrong Product,2025-01-01
902,37780,Late Delivery,2025-01-01
903,54872,Damaged,2025-01-01
904,51923,Wrong Product,2025-01-01
905,1573,No Longer Needed,2025-01-01
906,67686,Wrong Product,2025-01-01
907,26786,No Longer Needed,2025-01-01
908,47840,No Longer Needed,2025-01-01
909,97368,Damaged,2025-01-01
910,82370,Wrong Product,2025-01-01
911,30844,Damaged,2025-01-01
912,27156,No Longer Needed,2025-01-01
913,40241,Late Delivery,2025-01-01
914,28128,Defective,2025-01-01
915,32436,No Longer Needed,2025-01-01
916,88099,No Longer Needed,2025-01-01
917,35701,Defective,2025-01-01
918,271,Defective,2025-01-01
919,41420,Late Delivery,2025-01-01
920,63049,No Longer Needed,2025-01-01
921,47570,No Longer Needed,2025-01-01
922,57587,Wrong Product,2025-01-01
923,20218,No Longer Needed,2025-01-01
924,8453,Defective,2025-01-01
925,57972,Defective,2025-01-01
926,95038,No Longer Needed,2025-01-01
927,26701,No Longer Needed,2025-01-01
928,88910,Wrong Product,2025-01-01
929,41340,Damaged,2025-01-01
930,97781,Damaged,2025-01-01
931,6319,Damaged,2025-01-01
932,24394,Wrong Product,2025-01-01
933,69280,Late Delivery,2025-01-01
934,99117,Damaged,2025-01-01
935,64104,Late Delivery,2025-01-01
936,19555,Defective,2025-01-01
937,33948,Late Delivery,2025-01-01
938,34306,Late Delivery,2025-01-01
939,87023,Wrong Product,2025-01-01
940,13897,Wrong Product,2025-01-01
941,22533,Wrong Product,2025-01-01
942,15470,Defective,2025-01-01
943,71654,No Longer Needed,2025-01-01
944,18912,Damaged,2025-01-01
945,58135,Damaged,2025-01-01
946,57611,No Longer Needed,2025-01-01
947,12072,Late Delivery,2025-01-01
948,63216,Defective,2025-01-01
949,73139,No Longer Needed,2025-01-01
950,24913,Defective,2025-01-01
951,77958,Defective,2025-01-01
952,5331,No Longer Needed,2025-01-01
953,41080,Wrong Product,2025-01-01
954,28096,Late Delivery,2025-01-01
955,92892,Wrong Product,2025-01-01
956,87138,Damaged,2025-01-01
957,98665,Wrong Product,2025-01-01
958,7985,Wrong Product,2025-01-01
959,8515,Wrong Product,2025-01-01
960,98744,Wrong Product,2025-01-01
961,1762,Wrong Product,2025-01-01
962,79990,Wrong Product,2025-01-01
963,14449,No Longer Needed,2025-01-01
964,16371,Defective,2025-01-01
965,4511,Damaged,2025-01-01
966,48977,Damaged,2025-01-01
967,29963,No Longer Needed,2025-01-01
968,42235,Wrong Product,2025-01-01
969,73130,Defective,2025-01-01
970,2997,Late Delivery,2025-01-01
971,96446,Wrong Product,2025-01-01
972,7842,Late Delivery,2025-01-01
973,60287,No Longer Needed,2025-01-01
974,56460,Late Delivery,2025-01-01
975,68831,Defective,2025-01-01
976,47413,Damaged,2025-01-01
977,56696,Defective,2025-01-01
978,26003,Late Delivery,2025-01-01
979,22673,No Longer Needed,2025-01-01
980,44568,Defective,2025-01-01
981,29439,Late Delivery,2025-01-01
982,85755,Wrong Product,2025-01-01
983,56207,Late Delivery,2025-01-01
984,30114,Defective,2025-01-01
985,8214,Late Delivery,2025-01-01
986,56188,Wrong Product,2025-01-01
987,18499,Damaged,2025-01-01
988,30637,Late Delivery,2025-01-01
989,75910,No Longer Needed,2025-01-01
990,92650,Defective,2025-01-01
991,58126,Wrong Product,2025-01-01
992,29354,Damaged,2025-01-01
993,93335,Late Delivery,2025-01-01
994,1415,Wrong Product,2025-01-01
995,64243,No Longer Needed,2025-01-01
996,61313,Damaged,2025-01-01
997,29932,No Longer Needed,2025-01-01
998,3790,Damaged,2025-01-01
999,63489,Defective,2025-01-01
1000,52668,Wrong Product,2025-01-01
1001,67035,Wrong Product,2025-01-01
1002,63094,No Longer Needed,2025-01-01
1003,79565,Defective,2025-01-01
1004,58300,No Longer Needed,2025-01-01
1005,18923,Defective,2025-01-01
1006,76367,Late Delivery,2025-01-01
1007,17700,Wrong Product,2025-01-01
1008,33685,Wrong Product,2025-01-01
1009,9980,Wrong Product,2025-01-01
1010,54768,Wrong Product,2025-01-01
1011,25351,Late Delivery,2025-01-01
1012,29649,Late Delivery,2025-01-01
1013,99539,Defective,2025-01-01
1014,46576,Damaged,2025-01-01
1015,77459,Defective,2025-01-01
1016,45698,No Longer Needed,2025-01-01
1017,23221,Late Delivery,2025-01-01
1018,34359,Wrong Product,2025-01-01
1019,1571,No Longer Needed,2025-01-01
1020,30124,Defective,2025-01-01
1021,56976,Late Delivery,2025-01-01
1022,86122,Wrong Product,2025-01-01
1023,31210,Damaged,2025-01-01
1024,32021,Defective,2025-01-01
1025,66499,No Longer Needed,2025-01-01
1026,62579,No Longer Needed,2025-01-01
1027,72686,Defective,2025-01-01
1028,45880,Defective,2025-01-01
1029,789,Late Delivery,2025-01-01
1030,26287,No Longer Needed,2025-01-01
1031,76697,Wrong Product,2025-01-01
1032,72788,Wrong Product,2025-01-01
1033,1414,No Longer Needed,2025-01-01
1034,23335,Wrong Product,2025-01-01
1035,32945,Damaged,2025-01-01
1036,9754,No Longer Needed,2025-01-01
1037,77658,No Longer Needed,2025-01-01
1038,86649,No Longer Needed,2025-01-01
1039,95244,Wrong Product,2025-01-01
1040,1748,Defective,2025-01-01
1041,74362,Late Delivery,2025-01-01
1042,6579,No Longer Needed,2025-01-01
1043,9890,No Longer Needed,2025-01-01
1044,37605,No Longer Needed,2025-01-01
1045,13261,Late Delivery,2025-01-01
1046,89867,Wrong Product,2025-01-01
1047,85433,Damaged,2025-01-01
1048,57757,Damaged,2025-01-01
1049,6152,Late Delivery,2025-01-01
1050,7744,No Longer Needed,2025-01-01
1051,10485,Late Delivery,2025-01-01
1052,32311,Damaged,2025-01-01
1053,21197,No Longer Needed,2025-01-01
1054,95499,Late Delivery,2025-01-01
1055,69998,No Longer Needed,2025-01-01
1056,49056,No Longer Needed,2025-01-01
1057,5744,Wrong Product,2025-01-01
1058,59762,Wrong Product,2025-01-01
1059,75395,Wrong Product,2025-01-01
1060,37061,Damaged,2025-01-01
1061,56713,Damaged,2025-01-01
1062,95141,Late Delivery,2025-01-01
1063,46598,Late Delivery,2025-01-01
1064,71581,Late Delivery,2025-01-01
1065,91637,No Longer Needed,2025-01-01
1066,30126,No Longer Needed,2025-01-01
1067,57600,Damaged,2025-01-01
1068,35186,Wrong Product,2025-01-01
1069,12540,Wrong Product,2025-01-01
1070,28952,Damaged,2025-01-01
1071,95305,Damaged,2025-01-01
1072,4273,Late Delivery,2025-01-01
1073,75096,Late Delivery,2025-01-01
1074,46275,Wrong Product,2025-01-01
1075,3320,No Longer Needed,2025-01-01
1076,66815,Late Delivery,2025-01-01
1077,92114,Late Delivery,2025-01-01
1078,74734,No Longer Needed,2025-01-01
1079,91953,Wrong Product,2025-01-01
1080,50506,Defective,2025-01-01
1081,71448,Wrong Product,2025-01-01
1082,24857,No Longer Needed,2025-01-01
1083,29634,Late Delivery,2025-01-01
1084,25881,Damaged,2025-01-01
1085,48334,No Longer Needed,2025-01-01
1086,84134,Defective,2025-01-01
1087,94778,Defective,2025-01-01
1088,11270,Wrong Product,2025-01-01
1089,64001,No Longer Needed,2025-01-01
1090,13580,Wrong Product,2025-01-01
1091,14973,Damaged,2025-01-01
1092,76168,Defective,2025-01-01
1093,73410,Wrong Product,2025-01-01
1094,99616,Wrong Product,2025-01-01
1095,49374,Wrong Product,2025-01-01
1096,72820,Defective,2025-01-01
1097,28138,Defective,2025-01-01
1098,13100,Wrong Product,2025-01-01
1099,36572,No Longer Needed,2025-01-01
1100,56617,Damaged,2025-01-01
1101,85721,Wrong Product,2025-01-01
1102,63404,Damaged,2025-01-01
1103,96610,Damaged,2025-01-01
1104,58243,Defective,2025-01-01
1105,42740,Defective,2025-01-01
1106,95388,Damaged,2025-01-01
1107,24156,No Longer Needed,2025-01-01
1108,16513,Late Delivery,2025-01-01
1109,76904,Wrong Product,2025-01-01
1110,81175,Late Delivery,2025-01-01
1111,70926,Defective,2025-01-01
1112,93127,Defective,2025-01-01
1113,90436,Wrong Product,2025-01-01
1114,82846,Defective,2025-01-01
1115,25172,No Longer Needed,2025-01-01
1116,58277,Defective,2025-01-01
1117,20474,Defective,2025-01-01
1118,42325,No Longer Needed,2025-01-01
1119,55908,Late Delivery,2025-01-01
1120,93620,Late Delivery,2025-01-01
1121,34722,Late Delivery,2025-01-01
1122,31057,Defective,2025-01-01
1123,3167,No Longer Needed,2025-01-01
1124,55237,No Longer Needed,2025-01-01
1125,48657,Wrong Product,2025-01-01
1126,96102,Defective,2025-01-01
1127,19932,Late Delivery,2025-01-01
1128,14424,No Longer Needed,2025-01-01
1129,53438,Late Delivery,2025-01-01
1130,64985,Late Delivery,2025-01-01
1131,86215,Wrong Product,2025-01-01
1132,85246,Wrong Product,2025-01-01
1133,22040,Wrong Product,2025-01-01
1134,14237,Late Delivery,2025-01-01
1135,37287,Defective,2025-01-01
1136,80983,Damaged,2025-01-01
1137,90578,Wrong Product,2025-01-01
1138,82945,Defective,2025-01-01
1139,2030,No Longer Needed,2025-01-01
1140,1551,Wrong Product,2025-01-01
1141,94147,No Longer Needed,2025-01-01
1142,61781,Damaged,2025-01-01
1143,96529,No Longer Needed,2025-01-01
1144,71299,Damaged,2025-01-01
1145,28745,Wrong Product,2025-01-01
1146,95044,No Longer Needed,2025-01-01
1147,4025,No Longer Needed,2025-01-01
1148,36108,Defective,2025-01-01
1149,64210,Late Delivery,2025-01-01
1150,63586,No Longer Needed,2025-01-01
1151,17420,Late Delivery,2025-01-01
1152,75695,No Longer Needed,2025-01-01
1153,32396,Damaged,2025-01-01
1154,9369,Late Delivery,2025-01-01
1155,33711,Late Delivery,2025-01-01
1156,14957,No Longer Needed,2025-01-01
1157,9661,Late Delivery,2025-01-01
1158,55289,Late Delivery,2025-01-01
1159,80215,Defective,2025-01-01
1160,64610,No Longer Needed,2025-01-01
1161,56008,Wrong Product,2025-01-01
1162,65010,Defective,2025-01-01
1163,19003,No Longer Needed,2025-01-01
1164,16096,No Longer Needed,2025-01-01
1165,4892,Late Delivery,2025-01-01
1166,3394,Wrong Product,2025-01-01
1167,86212,Late Delivery,2025-01-01
1168,10913,Defective,2025-01-01
1169,79003,Damaged,2025-01-01
1170,77501,No Longer Needed,2025-01-01
1171,8518,Wrong Product,2025-01-01
1172,41978,No Longer Needed,2025-01-01
1173,61009,Late Delivery,2025-01-01
1174,76782,Wrong Product,2025-01-01
1175,63988,Defective,2025-01-01
1176,92315,No Longer Needed,2025-01-01
1177,60451,Late Delivery,2025-01-01
1178,37497,No Longer Needed,2025-01-01
1179,95581,Defective,2025-01-01
1180,14901,Damaged,2025-01-01
1181,68929,Damaged,2025-01-01
1182,60445,Defective,2025-01-01
1183,82590,Late Delivery,2025-01-01
1184,30984,No Longer Needed,2025-01-01
1185,52027,No Longer Needed,2025-01-01
1186,52586,Wrong Product,2025-01-01
1187,68219,No Longer Needed,2025-01-01
1188,90715,Wrong Product,2025-01-01
1189,90260,Late Delivery,2025-01-01
1190,12643,Defective,2025-01-01
1191,56650,No Longer Needed,2025-01-01
1192,37510,Late Delivery,2025-01-01
1193,86480,No Longer Needed,2025-01-01
1194,96429,No Longer Needed,2025-01-01
1195,45852,Damaged,2025-01-01
1196,26501,No Longer Needed,2025-01-01
1197,63747,Defective,2025-01-01
1198,17156,Late Delivery,2025-01-01
1199,32632,No Longer Needed,2025-01-01
1200,56665,No Longer Needed,2025-01-01
1201,18687,No Longer Needed,2025-01-01
1202,46658,No Longer Needed,2025-01-01
1203,77152,No Longer Needed,2025-01-01
1204,85706,Defective,2025-01-01
1205,46571,Defective,2025-01-01
1206,40041,Wrong Product,2025-01-01
1207,25513,No Longer Needed,2025-01-01
1208,7302,Defective,2025-01-01
1209,48718,Damaged,2025-01-01
1210,77037,Wrong Product,2025-01-01
1211,15404,Damaged,2025-01-01
1212,57769,Wrong Product,2025-01-01
1213,18353,Damaged,2025-01-01
1214,80803,No Longer Needed,2025-01-01
1215,92535,Damaged,2025-01-01
1216,32496,No Longer Needed,2025-01-01
1217,9409,Defective,2025-01-01
1218,60351,Late Delivery,2025-01-01
1219,56525,Late Delivery,2025-01-01
1220,99059,Wrong Product,2025-01-01
1221,68939,Late Delivery,2025-01-01
1222,94270,Late Delivery,2025-01-01
1223,57228,Wrong Product,2025-01-01
1224,41084,Damaged,2025-01-01
1225,87262,Damaged,2025-01-01
1226,1231,Late Delivery,2025-01-01
1227,55568,Defective,2025-01-01
1228,63656,Defective,2025-01-01
1229,34024,Wrong Product,2025-01-01
1230,80859,Damaged,2025-01-01
1231,65863,Wrong Product,2025-01-01
1232,83956,Defective,2025-01-01
1233,94501,Late Delivery,2025-01-01
1234,45072,Damaged,2025-01-01
1235,91288,No Longer Needed,2025-01-01
1236,73876,Wrong Product,2025-01-01
1237,70774,Defective,2025-01-01
1238,74008,Wrong Product,2025-01-01
1239,12548,Defective,2025-01-01
1240,12163,Damaged,2025-01-01
1241,65488,Late Delivery,2025-01-01
1242,20778,Damaged,2025-01-01
1243,32691,Late Delivery,2025-01-01
1244,68234,Wrong Product,2025-01-01
1245,2181,Damaged,2025-01-01
1246,53457,Defective,2025-01-01
1247,56944,Damaged,2025-01-01
1248,36921,Late Delivery,2025-01-01
1249,57690,Defective,2025-01-01
1250,43964,No Longer Needed,2025-01-01
1251,17896,Late Delivery,2025-01-01
1252,82305,Late Delivery,2025-01-01
1253,9815,Damaged,2025-01-01
1254,90726,Damaged,2025-01-01
1255,59809,Late Delivery,2025-01-01
1256,46021,Defective,2025-01-01
1257,42265,No Longer Needed,2025-01-01
1258,63297,Wrong Product,2025-01-01
1259,23379,No Longer Needed,2025-01-01
1260,23780,Late Delivery,2025-01-01
1261,75445,Late Delivery,2025-01-01
1262,62770,Wrong Product,2025-01-01
1263,34862,Late Delivery,2025-01-01
1264,5983,Wrong Product,2025-01-01
1265,90569,Defective,2025-01-01
1266,15767,Defective,2025-01-01
1267,8310,Late Delivery,2025-01-01
1268,51194,Late Delivery,2025-01-01
1269,9264,Wrong Product,2025-01-01
1270,61575,Wrong Product,2025-01-01
1271,10850,Wrong Product,2025-01-01
1272,71455,Wrong Product,2025-01-01
1273,67273,No Longer Needed,2025-01-01
1274,53221,Damaged,2025-01-01
1275,29945,Defective,2025-01-01
1276,21625,Wrong Product,2025-01-01
1277,74010,Defective,2025-01-01
1278,27381,Defective,2025-01-01
1279,99528,No Longer Needed,2025-01-01
1280,74977,Wrong Product,2025-01-01
1281,72081,Wrong Product,2025-01-01
1282,96745,No Longer Needed,2025-01-01
1283,89246,Damaged,2025-01-01
1284,21052,Late Delivery,2025-01-01
1285,25536,Late Delivery,2025-01-01
1286,33983,Defective,2025-01-01
1287,53339,Damaged,2025-01-01
1288,90119,Wrong Product,2025-01-01
1289,2175,Late Delivery,2025-01-01
1290,26719,Damaged,2025-01-01
1291,67689,Defective,2025-01-01
1292,6356,Late Delivery,2025-01-01
1293,74835,Damaged,2025-01-01
1294,41749,Wrong Product,2025-01-01
1295,5474,Damaged,2025-01-01
1296,65340,Damaged,2025-01-01
1297,54089,Defective,2025-01-01
1298,65683,Defective,2025-01-01
1299,54391,Wrong Product,2025-01-01
1300,17110,Damaged,2025-01-01
1301,52691,No Longer Needed,2025-01-01
1302,52387,Damaged,2025-01-01
1303,97365,Defective,2025-01-01
1304,26984,Defective,2025-01-01
1305,76496,Damaged,2025-01-01
1306,1323,Wrong Product,2025-01-01
1307,72836,Defective,2025-01-01
1308,92369,Late Delivery,2025-01-01
1309,86878,No Longer Needed,2025-01-01
1310,24245,Wrong Product,2025-01-01
1311,80784,Late Delivery,2025-01-01
1312,5904,Damaged,2025-01-01
1313,68344,Damaged,2025-01-01
1314,30963,Late Delivery,2025-01-01
1315,67200,No Longer Needed,2025-01-01
1316,4473,Damaged,2025-01-01
1317,1166,Defective,2025-01-01
1318,95996,Defective,2025-01-01
1319,6937,Defective,2025-01-01
1320,35200,Defective,2025-01-01
1321,82577,Late Delivery,2025-01-01
1322,67421,Defective,2025-01-01
1323,61100,Late Delivery,2025-01-01
1324,90720,Wrong Product,2025-01-01
1325,8267,Wrong Product,2025-01-01
1326,14169,No Longer Needed,2025-01-01
1327,2130,Wrong Product,2025-01-01
1328,39144,Defective,2025-01-01
1329,18816,Damaged,2025-01-01
1330,80240,Defective,2025-01-01
1331,3738,Late Delivery,2025-01-01
1332,53343,Late Delivery,2025-01-01
1333,35827,Late Delivery,2025-01-01
1334,7127,Defective,2025-01-01
1335,34901,Damaged,2025-01-01
1336,7068,No Longer Needed,2025-01-01
1337,60142,Defective,2025-01-01
1338,49563,Late Delivery,2025-01-01
1339,27926,Damaged,2025-01-01
1340,54308,Damaged,2025-01-01
1341,90840,Late Delivery,2025-01-01
1342,93039,Wrong Product,2025-01-01
1343,35985,Late Delivery,2025-01-01
1344,70660,No Longer Needed,2025-01-01
1345,36178,Wrong Product,2025-01-01
1346,63030,Damaged,2025-01-01
1347,45843,Damaged,2025-01-01
1348,33862,Late Delivery,2025-01-01
1349,89104,No Longer Needed,2025-01-01
1350,67315,Damaged,2025-01-01
1351,39255,Damaged,2025-01-01
1352,84803,No Longer Needed,2025-01-01
1353,41444,Defective,2025-01-01
1354,75256,Damaged,2025-01-01
1355,87282,Defective,2025-01-01
1356,74212,Late Delivery,2025-01-01
1357,42481,No Longer Needed,2025-01-01
1358,74117,Defective,2025-01-01
1359,66449,Defective,2025-01-01
1360,85289,Damaged,2025-01-01
1361,22571,Defective,2025-01-01
1362,98790,No Longer Needed,2025-01-01
1363,49001,No Longer Needed,2025-01-01
1364,30830,No Longer Needed,2025-01-01
1365,1431,Late Delivery,2025-01-01
1366,33545,Late Delivery,2025-01-01
1367,88212,Late Delivery,2025-01-01
1368,72725,No Longer Needed,2025-01-01
1369,44819,Damaged,2025-01-01
1370,47832,No Longer Needed,2025-01-01
1371,19224,Defective,2025-01-01
1372,89581,No Longer Needed,2025-01-01
1373,41792,Late Delivery,2025-01-01
1374,49294,Late Delivery,2025-01-01
1375,24640,Damaged,2025-01-01
1376,29344,Wrong Product,2025-01-01
1377,74763,Late Delivery,2025-01-01
1378,52584,Damaged,2025-01-01
1379,35987,Damaged,2025-01-01
1380,64958,No Longer Needed,2025-01-01
1381,84866,Late Delivery,2025-01-01
1382,24349,No Longer Needed,2025-01-01
1383,25330,Late Delivery,2025-01-01
1384,39112,No Longer Needed,2025-01-01
1385,3000,Damaged,2025-01-01
1386,14903,Defective,2025-01-01
1387,24802,Wrong Product,2025-01-01
1388,57577,No Longer Needed,2025-01-01
1389,12899,Defective,2025-01-01
1390,17406,Defective,2025-01-01
1391,27250,Wrong Product,2025-01-01
1392,64478,Damaged,2025-01-01
1393,81683,Wrong Product,2025-01-01
1394,36859,Wrong Product,2025-01-01
1395,14299,Damaged,2025-01-01
1396,4882,Damaged,2025-01-01
1397,506,Defective,2025-01-01
1398,10572,Damaged,2025-01-01
1399,84575,Wrong Product,2025-01-01
1400,28568,Defective,2025-01-01
1401,44806,No Longer Needed,2025-01-01
1402,54193,Defective,2025-01-01
1403,14305,No Longer Needed,2025-01-01
1404,92787,Wrong Product,2025-01-01
1405,54993,Wrong Product,2025-01-01
1406,49091,Wrong Product,2025-01-01
1407,128,Defective,2025-01-01
1408,22584,Damaged,2025-01-01
1409,73808,No Longer Needed,2025-01-01
1410,46359,Wrong Product,2025-01-01
1411,20773,Damaged,2025-01-01
1412,54037,Defective,2025-01-01
1413,75694,Wrong Product,2025-01-01
1414,4233,Damaged,2025-01-01
1415,64764,Defective,2025-01-01
1416,26868,Wrong Product,2025-01-01
1417,7363,No Longer Needed,2025-01-01
1418,2663,Damaged,2025-01-01
1419,89344,Defective,2025-01-01
1420,1880,Damaged,2025-01-01
1421,22724,Late Delivery,2025-01-01
1422,26437,No Longer Needed,2025-01-01
1423,28959,No Longer Needed,2025-01-01
1424,81207,Wrong Product,2025-01-01
1425,58875,No Longer Needed,2025-01-01
1426,88612,No Longer Needed,2025-01-01
1427,20788,Damaged,2025-01-01
1428,43298,Damaged,2025-01-01
1429,37803,Defective,2025-01-01
1430,51118,Defective,2025-01-01
1431,91102,Late Delivery,2025-01-01
1432,37588,Damaged,2025-01-01
1433,61449,No Longer Needed,2025-01-01
1434,58966,Wrong Product,2025-01-01
1435,6444,No Longer Needed,2025-01-01
1436,50658,Damaged,2025-01-01
1437,62039,Defective,2025-01-01
1438,16101,Wrong Product,2025-01-01
1439,25816,No Longer Needed,2025-01-01
1440,19101,No Longer Needed,2025-01-01
1441,51909,Late Delivery,2025-01-01
1442,38643,Damaged,2025-01-01
1443,78398,Defective,2025-01-01
1444,68165,Defective,2025-01-01
1445,81151,Defective,2025-01-01
1446,93994,Late Delivery,2025-01-01
1447,30310,Wrong Product,2025-01-01
1448,38065,Defective,2025-01-01
1449,42433,Late Delivery,2025-01-01
1450,42664,Late Delivery,2025-01-01
1451,98699,No Longer Needed,2025-01-01
1452,55768,Defective,2025-01-01
1453,92575,No Longer Needed,2025-01-01
1454,90177,No Longer Needed,2025-01-01
1455,15466,Late Delivery,2025-01-01
1456,10325,Damaged,2025-01-01
1457,60552,Defective,2025-01-01
1458,17445,Wrong Product,2025-01-01
1459,45423,No Longer Needed,2025-01-01
1460,42410,Defective,2025-01-01
1461,46592,Defective,2025-01-01
1462,91928,Defective,2025-01-01
1463,51896,Wrong Product,2025-01-01
1464,82373,Wrong Product,2025-01-01
1465,64383,Defective,2025-01-01
1466,86094,Late Delivery,2025-01-01
1467,96238,No Longer Needed,2025-01-01
1468,31533,Damaged,2025-01-01
1469,86520,Wrong Product,2025-01-01
1470,50782,Late Delivery,2025-01-01
1471,64365,Late Delivery,2025-01-01
1472,22403,No Longer Needed,2025-01-01
1473,19793,Wrong Product,2025-01-01
1474,13956,Defective,2025-01-01
1475,3657,Damaged,2025-01-01
1476,46329,Damaged,2025-01-01
1477,84635,Wrong Product,2025-01-01
1478,1055,Defective,2025-01-01
1479,29131,Late Delivery,2025-01-01
1480,6322,No Longer Needed,2025-01-01
1481,85078,Defective,2025-01-01
1482,503,Damaged,2025-01-01
1483,97244,Late Delivery,2025-01-01
1484,13530,Late Delivery,2025-01-01
1485,39412,Defective,2025-01-01
1486,98955,Wrong Product,2025-01-01
1487,39700,Damaged,2025-01-01
1488,62468,Late Delivery,2025-01-01
1489,62181,No Longer Needed,2025-01-01
1490,86294,No Longer Needed,2025-01-01
1491,61540,Wrong Product,2025-01-01
1492,59243,No Longer Needed,2025-01-01
1493,16846,Late Delivery,2025-01-01
1494,40088,Damaged,2025-01-01
1495,94027,No Longer Needed,2025-01-01
1496,28323,No Longer Needed,2025-01-01
1497,80276,No Longer Needed,2025-01-01
1498,70392,Wrong Product,2025-01-01
1499,37295,Damaged,2025-01-01
1500,79104,Late Delivery,2025-01-01
1501,19572,Defective,2025-01-01
1502,55178,Late Delivery,2025-01-01
1503,88017,Wrong Product,2025-01-01
1504,13040,Damaged,2025-01-01
1505,32562,Late Delivery,2025-01-01
